DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Harmonized Column Names (3)|Attributes from Lookup Table
claimcenter.dbo.cc_claim|State|ID|claimcenter.dbo.cctl_ClaimState|cctl_ClaimState_TypeCode_State / cctl_ClaimState_Name_State / cctl_ClaimState_Description_State|TypeCode / Name / Description
claimcenter.dbo.cc_claim|StorageCategory|ID|claimcenter.dbo.cctl_StorageCategory|cctl_StorageCategory_TypeCode_StorageCategory / cctl_StorageCategory_Name_StorageCategory / cctl_StorageCategory_Description_StorageCategory|TypeCode / Name / Description
claimcenter.dbo.cc_claim|StorageLocationState|ID|claimcenter.dbo.cctl_State|cctl_State_TypeCode_StorageLocationState / cctl_State_Name_StorageLocationState / cctl_State_Description_StorageLocationState|TypeCode / Name / Description
claimcenter.dbo.cc_claim|StorageType|ID|claimcenter.dbo.cctl_StorageType|cctl_StorageType_TypeCode_StorageType / cctl_StorageType_Name_StorageType / cctl_StorageType_Description_StorageType|TypeCode / Name / Description
claimcenter.dbo.cc_claim|Strategy|ID|claimcenter.dbo.cctl_ClaimStrategy|cctl_ClaimStrategy_TypeCode_Strategy / cctl_ClaimStrategy_Name_Strategy / cctl_ClaimStrategy_Description_Strategy|TypeCode / Name / Description
claimcenter.dbo.cc_claim|SubrogationPotential_Ext|ID|claimcenter.dbo.cctl_YesNo|cctl_yesno_typecode_subrogationpotential_ext / cctl_yesno_name0_subrogationpotential_ext / cctl_yesno_description0_subrogationpotential_ext|TypeCode / Name / Description
claimcenter.dbo.cc_claim|SubrogationStatus|ID|claimcenter.dbo.cctl_SubrogationStatus|cctl_SubrogationStatus_TypeCode_SubrogationStatus / cctl_SubrogationStatus_Name_SubrogationStatus / cctl_SubrogationStatus_Description_SubrogationStatus|TypeCode / Name / Description
claimcenter.dbo.cc_claim|TriageLevel|ID|claimcenter.dbo.cctl_AssignmentFactors_Ext|cctl_AssignmentFactors_Ext_TypeCode_TriageLevel / cctl_AssignmentFactors_Ext_Name_TriageLevel / cctl_AssignmentFactors_Ext_Description_TriageLevel|TypeCode / Name / Description
claimcenter.dbo.cc_claim|TypeKeyExt|ID|claimcenter.dbo.cctl_LossType|cctl_LossType_TypeCode_TypeKeyExt / cctl_LossType_Name_TypeKeyExt / cctl_LossType_Description_TypeKeyExt|TypeCode / Name / Description
claimcenter.dbo.cc_claim|ValidationLevel|ID|claimcenter.dbo.cctl_ValidationLevel|cctl_ValidationLevel_TypeCode_ValidationLevel / cctl_ValidationLevel_Name_ValidationLevel / cctl_ValidationLevel_Description_ValidationLevel|TypeCode / Name / Description
claimcenter.dbo.cc_claim|Weather|ID|claimcenter.dbo.cctl_WeatherType|cctl_WeatherType_TypeCode_Weather / cctl_WeatherType_Name_Weather / cctl_WeatherType_Description_Weather|TypeCode / Name / Description
claimcenter.dbo.cc_claimaccess|Permission|ID|claimcenter.dbo.cctl_ClaimAccessType|cctl_ClaimAccessType_TypeCode_Permission / cctl_ClaimAccessType_Name_Permission / cctl_ClaimAccessType_Description_Permission|TypeCode / Name / Description
claimcenter.dbo.cc_claimagglimitrpt|AggLimitCalcCriteria|ID|claimcenter.dbo.cctl_AggLimitCalcCriteria|cctl_AggLimitCalcCriteria_TypeCode_AggLimitCalcCriteria / cctl_AggLimitCalcCriteria_Name_AggLimitCalcCriteria / cctl_AggLimitCalcCriteria_Description_AggLimitCalcCriteria|TypeCode / Name / Description
claimcenter.dbo.cc_claimagglimitrpt|LimitType|ID|claimcenter.dbo.cctl_AggregateLimitType|cctl_AggregateLimitType_TypeCode_LimitType / cctl_AggregateLimitType_Name_LimitType / cctl_AggregateLimitType_Description_LimitType|TypeCode / Name / Description
claimcenter.dbo.cc_claimagglimitrpt|ValueType|ID|claimcenter.dbo.cctl_AggregateType|cctl_AggregateType_TypeCode_ValueType / cctl_AggregateType_Name_ValueType / cctl_AggregateType_Description_ValueType|TypeCode / Name / Description
claimcenter.dbo.cc_claimassoc|ClaimAssocType|ID|claimcenter.dbo.cctl_ClaimAssocType|cctl_ClaimAssocType_TypeCode_ClaimAssocType / cctl_ClaimAssocType_Name_ClaimAssocType / cctl_ClaimAssocType_Description_ClaimAssocType|TypeCode / Name / Description
claimcenter.dbo.cc_claimcontact|BenefitEndReasonType|ID|claimcenter.dbo.cctl_BenefitEndReasonType|cctl_BenefitEndReasonType_TypeCode_BenefitEndReasonType / cctl_BenefitEndReasonType_Name_BenefitEndReasonType / cctl_BenefitEndReasonType_Description_BenefitEndReasonType|TypeCode / Name / Description
claimcenter.dbo.cc_claimcontact|DependentType|ID|claimcenter.dbo.cctl_DependentType|cctl_DependentType_TypeCode_DependentType / cctl_DependentType_Name_DependentType / cctl_DependentType_Description_DependentType|TypeCode / Name / Description
claimcenter.dbo.cc_claimcontact|EssentialServiceType|ID|claimcenter.dbo.cctl_EssentialServiceType|cctl_EssentialServiceType_TypeCode_EssentialServiceType / cctl_EssentialServiceType_Name_EssentialServiceType / cctl_EssentialServiceType_Description_EssentialServiceType|TypeCode / Name / Description
claimcenter.dbo.cc_claimcontact|ProviderType|ID|claimcenter.dbo.cctl_ProviderType|cctl_ProviderType_TypeCode_ProviderType / cctl_ProviderType_Name_ProviderType / cctl_ProviderType_Description_ProviderType|TypeCode / Name / Description
claimcenter.dbo.cc_claimcontactrole|CoveredPartyType|ID|claimcenter.dbo.cctl_CoveredPartyType|cctl_CoveredPartyType_TypeCode_CoveredPartyType / cctl_CoveredPartyType_Name_CoveredPartyType / cctl_CoveredPartyType_Description_CoveredPartyType|TypeCode / Name / Description
claimcenter.dbo.cc_claimcontactrole|Role|ID|claimcenter.dbo.cctl_ContactRole|cctl_ContactRole_TypeCode_Role / cctl_ContactRole_Name_Role / cctl_ContactRole_Description_Role|TypeCode / Name / Description
claimcenter.dbo.cc_claimcontactrole|WitnessPosition|ID|claimcenter.dbo.cctl_WitnessPosition|cctl_WitnessPosition_TypeCode_WitnessPosition / cctl_WitnessPosition_Name_WitnessPosition / cctl_WitnessPosition_Description_WitnessPosition|TypeCode / Name / Description
claimcenter.dbo.cc_claimcontactrole|WitnessStatementInd|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_WitnessStatementInd / cctl_YesNo_Name_WitnessStatementInd / cctl_YesNo_Description_WitnessStatementInd|TypeCode / Name / Description
claimcenter.dbo.cc_claimindicator|Subtype|ID|claimcenter.dbo.cctl_ClaimIndicator|cctl_ClaimIndicator_TypeCode_Subtype / cctl_ClaimIndicator_Name_Subtype / cctl_ClaimIndicator_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_claimindicatortrigger|ClaimIndicator|ID|claimcenter.dbo.cctl_ClaimIndicator|cctl_ClaimIndicator_TypeCode_ClaimIndicator / cctl_ClaimIndicator_Name_ClaimIndicator / cctl_ClaimIndicator_Description_ClaimIndicator|TypeCode / Name / Description
claimcenter.dbo.cc_claiminfo|ArchiveState|ID|claimcenter.dbo.cctl_ArchiveState|cctl_ArchiveState_TypeCode_ArchiveState / cctl_ArchiveState_Name_ArchiveState / cctl_ArchiveState_Description_ArchiveState|TypeCode / Name / Description
claimcenter.dbo.cc_claiminfo|Currency|ID|claimcenter.dbo.cctl_Currency|cctl_Currency_TypeCode_Currency / cctl_Currency_Name_Currency / cctl_Currency_Description_Currency|TypeCode / Name / Description
claimcenter.dbo.cc_claiminfo|JurisdictionState|ID|claimcenter.dbo.cctl_Jurisdiction|cctl_Jurisdiction_TypeCode_JurisdictionState / cctl_Jurisdiction_Name_JurisdictionState / cctl_Jurisdiction_Description_JurisdictionState|TypeCode / Name / Description
claimcenter.dbo.cc_claiminfoaccess|Permission|ID|claimcenter.dbo.cctl_ClaimAccessType|cctl_ClaimAccessType_TypeCode_Permission / cctl_ClaimAccessType_Name_Permission / cctl_ClaimAccessType_Description_Permission|TypeCode / Name / Description
claimcenter.dbo.cc_claimmetric|ClaimMetricCategory|ID|claimcenter.dbo.cctl_ClaimMetricCategory|cctl_ClaimMetricCategory_TypeCode_ClaimMetricCategory / cctl_ClaimMetricCategory_Name_ClaimMetricCategory / cctl_ClaimMetricCategory_Description_ClaimMetricCategory|TypeCode / Name / Description
claimcenter.dbo.cc_claimmetric|Subtype|ID|claimcenter.dbo.cctl_ClaimMetric|cctl_ClaimMetric_TypeCode_Subtype / cctl_ClaimMetric_Name_Subtype / cctl_ClaimMetric_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_claimmetriclimit|ClaimMetricCategory|ID|claimcenter.dbo.cctl_ClaimMetricCategory|cctl_ClaimMetricCategory_TypeCode_ClaimMetricCategory / cctl_ClaimMetricCategory_Name_ClaimMetricCategory / cctl_ClaimMetricCategory_Description_ClaimMetricCategory|TypeCode / Name / Description
claimcenter.dbo.cc_claimmetriclimit|ClaimMetricType|ID|claimcenter.dbo.cctl_ClaimMetric|cctl_ClaimMetric_TypeCode_ClaimMetricType / cctl_ClaimMetric_Name_ClaimMetricType / cctl_ClaimMetric_Description_ClaimMetricType|TypeCode / Name / Description
claimcenter.dbo.cc_claimmetriclimit|ClaimTier|ID|claimcenter.dbo.cctl_ClaimTier|cctl_ClaimTier_TypeCode_ClaimTier / cctl_ClaimTier_Name_ClaimTier / cctl_ClaimTier_Description_ClaimTier|TypeCode / Name / Description
claimcenter.dbo.cc_claimmetriclimit|Currency|ID|claimcenter.dbo.cctl_Currency|cctl_Currency_TypeCode_Currency / cctl_Currency_Name_Currency / cctl_Currency_Description_Currency|TypeCode / Name / Description
claimcenter.dbo.cc_claimmetriclimit|MetricUnit|ID|claimcenter.dbo.cctl_MetricUnit|cctl_MetricUnit_TypeCode_MetricUnit / cctl_MetricUnit_Name_MetricUnit / cctl_MetricUnit_Description_MetricUnit|TypeCode / Name / Description
claimcenter.dbo.cc_claimmetriclimit|Subtype|ID|claimcenter.dbo.cctl_ClaimMetricLimit|cctl_ClaimMetricLimit_TypeCode_Subtype / cctl_ClaimMetricLimit_Name_Subtype / cctl_ClaimMetricLimit_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_claimsynchst|SynchState|ID|claimcenter.dbo.cctl_SynchState|cctl_SynchState_TypeCode_SynchState / cctl_SynchState_Name_SynchState / cctl_SynchState_Description_SynchState|TypeCode / Name / Description
claimcenter.dbo.cc_claimtext|TextType|ID|claimcenter.dbo.cctl_ClaimTextType|cctl_ClaimTextType_TypeCode_TextType / cctl_ClaimTextType_Name_TextType / cctl_ClaimTextType_Description_TextType|TypeCode / Name / Description
claimcenter.dbo.cc_validationworkitem|Status|ID|claimcenter.dbo.cctl_WorkItemStatusType|cctl_WorkItemStatusType_TypeCode_Status / cctl_WorkItemStatusType_Name_Status / cctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
claimcenter.dbo.cc_workcomp|Compensable|ID|claimcenter.dbo.cctl_CompensabilityDecision|cctl_CompensabilityDecision_TypeCode_Compensable / cctl_CompensabilityDecision_Name_Compensable / cctl_CompensabilityDecision_Description_Compensable|TypeCode / Name / Description
claimcenter.dbo.cc_classificationcondition|Subtype|ID|claimcenter.dbo.cctl_ClassificationCondition|cctl_ClassificationCondition_TypeCode_Subtype / cctl_ClassificationCondition_Name_Subtype / cctl_ClassificationCondition_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.ccx_cluesubmissionhistory_ext|ClueReportType|ID|claimcenter.dbo.cctl_ClueReportType_Ext|cctl_ClueReportType_Ext_TypeCode_ClueReportType / cctl_ClueReportType_Ext_Name_ClueReportType / cctl_ClueReportType_Ext_Description_ClueReportType|TypeCode / Name / Description
claimcenter.dbo.ccx_CMSEligibilityData_Ext|Status|ID|claimcenter.dbo.cctl_CMSDataProcessStatus_Ext|cctl_CMSDataProcessStatus_Ext_TypeCode_Status / cctl_CMSDataProcessStatus_Ext_Name_Status / cctl_CMSDataProcessStatus_Ext_Description_Status|TypeCode / Name / Description
claimcenter.dbo.ccx_cmsmedicaredetails_ext|Type|ID|claimcenter.dbo.cctl_ContactMedicareType|cctl_ContactMedicareType_TypeCode_Type / cctl_ContactMedicareType_Name_Type / cctl_ContactMedicareType_Description_Type|TypeCode / Name / Description
claimcenter.dbo.ccx_cmsrepresentative_ext|InjuredPartyRepType|ID|claimcenter.dbo.cctl_InjuredPartyRepType_Ext|cctl_InjuredPartyRepType_Ext_TypeCode_InjuredPartyRepType / cctl_InjuredPartyRepType_Ext_Name_InjuredPartyRepType / cctl_InjuredPartyRepType_Ext_Description_InjuredPartyRepType|TypeCode / Name / Description
claimcenter.dbo.ccx_cmsrepresentative_ext|PersonRelationType|ID|claimcenter.dbo.cctl_PersonRelationType|cctl_PersonRelationType_TypeCode_PersonRelationType / cctl_PersonRelationType_Name_PersonRelationType / cctl_PersonRelationType_Description_PersonRelationType|TypeCode / Name / Description
claimcenter.dbo.ccx_cmsrepresentative_ext|RepresentativeOf|ID|claimcenter.dbo.cctl_RepresentativeOf_Ext|cctl_RepresentativeOf_Ext_TypeCode_RepresentativeOf / cctl_RepresentativeOf_Ext_Name_RepresentativeOf / cctl_RepresentativeOf_Ext_Description_RepresentativeOf|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|Subtype|ID|claimcenter.dbo.cctl_ConditionFilter|cctl_ConditionFilter_TypeCode_Subtype / cctl_ConditionFilter_Name_Subtype / cctl_ConditionFilter_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|CustomerServiceTier|ID|claimcenter.dbo.cctl_CustomerServiceTier|cctl_CustomerServiceTier_TypeCode_CustomerServiceTier / cctl_CustomerServiceTier_Name_CustomerServiceTier / cctl_CustomerServiceTier_Description_CustomerServiceTier|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|CoverageSubType|ID|claimcenter.dbo.cctl_CoverageSubtype|cctl_CoverageSubtype_TypeCode_CoverageSubType / cctl_CoverageSubtype_Name_CoverageSubType / cctl_CoverageSubtype_Description_CoverageSubType|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|CoverageType|ID|claimcenter.dbo.cctl_CoverageType|cctl_CoverageType_TypeCode_CoverageType / cctl_CoverageType_Name_CoverageType / cctl_CoverageType_Description_CoverageType|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|LossPartyType|ID|claimcenter.dbo.cctl_LossPartyType|cctl_LossPartyType_TypeCode_LossPartyType / cctl_LossPartyType_Name_LossPartyType / cctl_LossPartyType_Description_LossPartyType|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|IncidentSeverity|ID|claimcenter.dbo.cctl_SeverityType|cctl_SeverityType_TypeCode_IncidentSeverity / cctl_SeverityType_Name_IncidentSeverity / cctl_SeverityType_Description_IncidentSeverity|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|Jurisdiction|ID|claimcenter.dbo.cctl_Jurisdiction|cctl_Jurisdiction_TypeCode_Jurisdiction / cctl_Jurisdiction_Name_Jurisdiction / cctl_Jurisdiction_Description_Jurisdiction|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|LossCause|ID|claimcenter.dbo.cctl_LossCause|cctl_LossCause_TypeCode_LossCause / cctl_LossCause_Name_LossCause / cctl_LossCause_Description_LossCause|TypeCode / Name / Description
claimcenter.dbo.cc_conditionfilter|Segment|ID|claimcenter.dbo.cctl_ClaimSegment|cctl_ClaimSegment_TypeCode_Segment / cctl_ClaimSegment_Name_Segment / cctl_ClaimSegment_Description_Segment|TypeCode / Name / Description
claimcenter.dbo.cc_checkerworkitem|CheckType|ID|claimcenter.dbo.cctl_ConsistencyCheckType|cctl_ConsistencyCheckType_TypeCode_CheckType / cctl_ConsistencyCheckType_Name_CheckType / cctl_ConsistencyCheckType_Description_CheckType|TypeCode / Name / Description
claimcenter.dbo.cc_checkerworkitem|Status|ID|claimcenter.dbo.cctl_WorkItemStatusType|cctl_WorkItemStatusType_TypeCode_Status / cctl_WorkItemStatusType_Name_Status / cctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
claimcenter.dbo.cc_contact|AutoSync|ID|claimcenter.dbo.cctl_AutoSync|cctl_AutoSync_TypeCode_AutoSync / cctl_AutoSync_Name_AutoSync / cctl_AutoSync_Description_AutoSync|TypeCode / Name / Description
claimcenter.dbo.cc_contact|CMSEligible_Ext|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_CMSEligible_Ext / cctl_YesNo_Name_CMSEligible_Ext / cctl_YesNo_Description_CMSEligible_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_contact|CMSEligibleSetYesMethod_Ext|ID|claimcenter.dbo.cctl_CMSSetMethod_Ext|cctl_CMSSetMethod_Ext_TypeCode_CMSEligibleSetYesMethod_Ext / cctl_CMSSetMethod_Ext_Name_CMSEligibleSetYesMethod_Ext / cctl_CMSSetMethod_Ext_Description_CMSEligibleSetYesMethod_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_contact|FaxPhoneCountry|ID|claimcenter.dbo.cctl_PhoneCountryCode|cctl_PhoneCountryCode_TypeCode_FaxPhoneCountry / cctl_PhoneCountryCode_Name_FaxPhoneCountry / cctl_PhoneCountryCode_Description_FaxPhoneCountry|TypeCode / Name / Description
claimcenter.dbo.cc_contact|HomePhoneCountry|ID|claimcenter.dbo.cctl_PhoneCountryCode|cctl_PhoneCountryCode_TypeCode_HomePhoneCountry / cctl_PhoneCountryCode_Name_HomePhoneCountry / cctl_PhoneCountryCode_Description_HomePhoneCountry|TypeCode / Name / Description
claimcenter.dbo.cc_contact|OrganizationType|ID|claimcenter.dbo.cctl_OrganizationType|cctl_OrganizationType_TypeCode_OrganizationType / cctl_OrganizationType_Name_OrganizationType / cctl_OrganizationType_Description_OrganizationType|TypeCode / Name / Description
claimcenter.dbo.cc_contact|PreferredContactMethod_Ext|ID|claimcenter.dbo.cctl_PreferedContactMethod_Ext|cctl_PreferedContactMethod_Ext_TypeCode_PreferredContactMethod_Ext / cctl_PreferedContactMethod_Ext_Name_PreferredContactMethod_Ext / cctl_PreferedContactMethod_Ext_Description_PreferredContactMethod_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_contact|PreferredCurrency|ID|claimcenter.dbo.cctl_Currency|cctl_Currency_TypeCode_PreferredCurrency / cctl_Currency_Name_PreferredCurrency / cctl_Currency_Description_PreferredCurrency|TypeCode / Name / Description
claimcenter.dbo.cc_contact|PrimaryLanguage|ID|claimcenter.dbo.cctl_LanguageType|cctl_LanguageType_TypeCode_PrimaryLanguage / cctl_LanguageType_Name_PrimaryLanguage / cctl_LanguageType_Description_PrimaryLanguage|TypeCode / Name / Description
claimcenter.dbo.cc_contact|PrimaryLocale|ID|claimcenter.dbo.cctl_LocaleType|cctl_localetype_typecode_primarylocale / cctl_localetype_name_primarylocale / cctl_localetype_description_primarylocale|TypeCode / Name / Description
claimcenter.dbo.cc_contact|PrimaryPhone|ID|claimcenter.dbo.cctl_PrimaryPhoneType|cctl_PrimaryPhoneType_TypeCode_PrimaryPhone / cctl_PrimaryPhoneType_Name_PrimaryPhone / cctl_PrimaryPhoneType_Description_PrimaryPhone|TypeCode / Name / Description
claimcenter.dbo.cc_contact|ReasonNoSSN_Ext|ID|claimcenter.dbo.cctl_NoSSNReason_Ext|cctl_NoSSNReason_Ext_TypeCode_ReasonNoSSN_Ext / cctl_NoSSNReason_Ext_Name_ReasonNoSSN_Ext / cctl_NoSSNReason_Ext_Description_ReasonNoSSN_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_contact|SearchState_Ext|ID|claimcenter.dbo.cctl_State|cctl_State_TypeCode_SearchState_Ext / cctl_State_Name_SearchState_Ext / cctl_State_Description_SearchState_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_contact|SpecialtyType|ID|claimcenter.dbo.cctl_SpecialtyType|cctl_SpecialtyType_TypeCode_SpecialtyType / cctl_SpecialtyType_Name_SpecialtyType / cctl_SpecialtyType_Description_SpecialtyType|TypeCode / Name / Description
claimcenter.dbo.cc_contact|Subtype|ID|claimcenter.dbo.cctl_Contact|cctl_Contact_TypeCode_Subtype / cctl_Contact_Name_Subtype / cctl_Contact_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_contact|TaxStatus|ID|claimcenter.dbo.cctl_TaxStatus|cctl_TaxStatus_TypeCode_TaxStatus / cctl_TaxStatus_Name_TaxStatus / cctl_TaxStatus_Description_TaxStatus|TypeCode / Name / Description
claimcenter.dbo.cc_contact|ValidationLevel|ID|claimcenter.dbo.cctl_ValidationLevel|cctl_ValidationLevel_TypeCode_ValidationLevel / cctl_ValidationLevel_Name_ValidationLevel / cctl_ValidationLevel_Description_ValidationLevel|TypeCode / Name / Description
claimcenter.dbo.cc_contact|VendorType|ID|claimcenter.dbo.cctl_VendorType|cctl_VendorType_TypeCode_VendorType / cctl_VendorType_Name_VendorType / cctl_VendorType_Description_VendorType|TypeCode / Name / Description
claimcenter.dbo.cc_contact|WorkPhoneCountry|ID|claimcenter.dbo.cctl_PhoneCountryCode|cctl_PhoneCountryCode_TypeCode_WorkPhoneCountry / cctl_PhoneCountryCode_Name_WorkPhoneCountry / cctl_PhoneCountryCode_Description_WorkPhoneCountry|TypeCode / Name / Description
claimcenter.dbo.cc_contact|AdjudicativeDomain|ID|claimcenter.dbo.cctl_AdjudicativeDomain|cctl_AdjudicativeDomain_TypeCode_AdjudicativeDomain / cctl_AdjudicativeDomain_Name_AdjudicativeDomain / cctl_AdjudicativeDomain_Description_AdjudicativeDomain|TypeCode / Name / Description
claimcenter.dbo.cc_contact|AttorneySpecialty|ID|claimcenter.dbo.cctl_LegalSpecialty|cctl_LegalSpecialty_TypeCode_AttorneySpecialty / cctl_LegalSpecialty_Name_AttorneySpecialty / cctl_LegalSpecialty_Description_AttorneySpecialty|TypeCode / Name / Description
claimcenter.dbo.cc_contact|DoctorSpecialty|ID|claimcenter.dbo.cctl_SpecialtyType|cctl_SpecialtyType_TypeCode_DoctorSpecialty / cctl_SpecialtyType_Name_DoctorSpecialty / cctl_SpecialtyType_Description_DoctorSpecialty|TypeCode / Name / Description
claimcenter.dbo.cc_contact|LawFirmSpecialty|ID|claimcenter.dbo.cctl_LegalSpecialty|cctl_LegalSpecialty_TypeCode_LawFirmSpecialty / cctl_LegalSpecialty_Name_LawFirmSpecialty / cctl_LegalSpecialty_Description_LawFirmSpecialty|TypeCode / Name / Description
claimcenter.dbo.cc_contact|VenueType|ID|claimcenter.dbo.cctl_VenueType|cctl_VenueType_TypeCode_VenueType / cctl_VenueType_Name_VenueType / cctl_VenueType_Description_VenueType|TypeCode / Name / Description
claimcenter.dbo.cc_contact|MedicalOrgSpecialty|ID|claimcenter.dbo.cctl_SpecialtyType|cctl_SpecialtyType_TypeCode_MedicalOrgSpecialty / cctl_SpecialtyType_Name_MedicalOrgSpecialty / cctl_SpecialtyType_Description_MedicalOrgSpecialty|TypeCode / Name / Description
claimcenter.dbo.cc_contact|CellPhoneCountry|ID|claimcenter.dbo.cctl_PhoneCountryCode|cctl_PhoneCountryCode_TypeCode_CellPhoneCountry / cctl_PhoneCountryCode_Name_CellPhoneCountry / cctl_PhoneCountryCode_Description_CellPhoneCountry|TypeCode / Name / Description
claimcenter.dbo.cc_contact|CMSEligibilityVerified_Ext|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_CMSEligibilityVerified_Ext / cctl_YesNo_Name_CMSEligibilityVerified_Ext / cctl_YesNo_Description_CMSEligibilityVerified_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_contact|Gender|ID|claimcenter.dbo.cctl_GenderType|cctl_GenderType_TypeCode_Gender / cctl_GenderType_Name_Gender / cctl_GenderType_Description_Gender|TypeCode / Name / Description
claimcenter.dbo.cc_contact|LicenseState|ID|claimcenter.dbo.cctl_Jurisdiction|cctl_Jurisdiction_TypeCode_LicenseState / cctl_Jurisdiction_Name_LicenseState / cctl_Jurisdiction_Description_LicenseState|TypeCode / Name / Description
claimcenter.dbo.cc_contact|MaritalStatus|ID|claimcenter.dbo.cctl_MaritalStatus|cctl_MaritalStatus_TypeCode_MaritalStatus / cctl_MaritalStatus_Name_MaritalStatus / cctl_MaritalStatus_Description_MaritalStatus|TypeCode / Name / Description
claimcenter.dbo.cc_contact|Prefix|ID|claimcenter.dbo.cctl_NamePrefix|cctl_NamePrefix_TypeCode_Prefix / cctl_NamePrefix_Name_Prefix / cctl_NamePrefix_Description_Prefix|TypeCode / Name / Description
claimcenter.dbo.cc_contact|QueriedEligibility_Ext|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_QueriedEligibility_Ext / cctl_YesNo_Name_QueriedEligibility_Ext / cctl_YesNo_Description_QueriedEligibility_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_contact|SafeHarborStatus_Ext|ID|claimcenter.dbo.cctl_SafeHarborStatus_Ext|cctl_SafeHarborStatus_Ext_TypeCode_SafeHarborStatus_Ext / cctl_SafeHarborStatus_Ext_Name_SafeHarborStatus_Ext / cctl_SafeHarborStatus_Ext_Description_SafeHarborStatus_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_contact|Suffix|ID|claimcenter.dbo.cctl_NameSuffix|cctl_NameSuffix_TypeCode_Suffix / cctl_NameSuffix_Name_Suffix / cctl_NameSuffix_Description_Suffix|TypeCode / Name / Description
claimcenter.dbo.cc_contact|TaxFilingStatus|ID|claimcenter.dbo.cctl_TaxFilingStatusType|cctl_TaxFilingStatusType_TypeCode_TaxFilingStatus / cctl_TaxFilingStatusType_Name_TaxFilingStatus / cctl_TaxFilingStatusType_Description_TaxFilingStatus|TypeCode / Name / Description
claimcenter.dbo.cc_autosyncworkitem|Status|ID|claimcenter.dbo.cctl_WorkItemStatusType|cctl_WorkItemStatusType_TypeCode_Status / cctl_WorkItemStatusType_Name_Status / cctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
claimcenter.dbo.cc_contactcatsScore|ReviewCategory|ID|claimcenter.dbo.cctl_ReviewCategory|cctl_ReviewCategory_TypeCode_ReviewCategory / cctl_ReviewCategory_Name_ReviewCategory / cctl_ReviewCategory_Description_ReviewCategory|TypeCode / Name / Description
claimcenter.dbo.cc_contactcontact|Relationship|ID|claimcenter.dbo.cctl_ContactRel|cctl_ContactRel_TypeCode_Relationship / cctl_ContactRel_Name_Relationship / cctl_ContactRel_Description_Relationship|TypeCode / Name / Description
claimcenter.dbo.cc_contactinfo|Prefix|ID|claimcenter.dbo.cctl_NamePrefix|cctl_NamePrefix_TypeCode_Prefix / cctl_NamePrefix_Name_Prefix / cctl_NamePrefix_Description_Prefix|TypeCode / Name / Description
claimcenter.dbo.cc_contactinfo|Role|ID|claimcenter.dbo.cctl_ContactRole|cctl_ContactRole_TypeCode_Role / cctl_ContactRole_Name_Role / cctl_ContactRole_Description_Role|TypeCode / Name / Description
claimcenter.dbo.cc_contactinfo|Suffix|ID|claimcenter.dbo.cctl_NameSuffix|cctl_NameSuffix_TypeCode_Suffix / cctl_NameSuffix_Name_Suffix / cctl_NameSuffix_Description_Suffix|TypeCode / Name / Description
claimcenter.dbo.cc_contactretireworkitem|Status|ID|claimcenter.dbo.cctl_WorkItemStatusType|cctl_WorkItemStatusType_TypeCode_Status / cctl_WorkItemStatusType_Name_Status / cctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
claimcenter.dbo.cc_contacttag|Type|ID|claimcenter.dbo.cctl_ContactTagType|cctl_ContactTagType_TypeCode_Type / cctl_ContactTagType_Name_Type / cctl_ContactTagType_Description_Type|TypeCode / Name / Description
claimcenter.dbo.cc_contribfactor|PriContributingFactors|ID|claimcenter.dbo.cctl_PriContributingFactors|cctl_PriContributingFactors_TypeCode_PriContributingFactors / cctl_PriContributingFactors_Name_PriContributingFactors / cctl_PriContributingFactors_Description_PriContributingFactors|TypeCode / Name / Description
