DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Note
BillingCenter.dbo.bctl_prodcorrespondencetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producercontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerpayment|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerpaymentstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerpaymentworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerrole|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerscore_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerstatementtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producertier|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_profilerconfig|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_proratachargestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_proximitysearchstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_questionformat|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_questionsettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_questiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_reason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_regiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_relatedto|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_releasechgholdworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_releaseholdsworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_remainingpaymentoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_resourcecontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremallocatemethod|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremallocatetiming|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremchargequal|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremexcesstreatment|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremhandlingcondition|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremstartdateoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_reversalreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_reviewcategory|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_reviewservicetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_roletype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_rulesettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_samplecolor|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_sampletheme|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_scriptparametertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_searchobjecttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_searchresult|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_sortbyrange|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_specialhandling|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_specialtytype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_sqlstatementtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_startpointtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_startuppage|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_state|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_stateabbreviation|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_statementbilledworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_statementdueworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_statementtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_statementviewoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_stringcriterionmode|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_suspensepaymentapplyto|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_suspensepaymentstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_suspensepaymentworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_susppymtcontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_synchstate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_systempermissiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_systemusertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_tableupdatestatstype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccount|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountcontainer|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountname|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountownersort|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountownertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountpattern|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountpatternsuffix|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccounttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taxfilingstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taxstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_termtype_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_timezonetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transaction|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transactionrowtypes_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transactionsearchcrit|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transactiontypes_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transferreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_troubleticketstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_troubletickettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_troubleticketworkitemtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_unitofdistance|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_updateop|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_upgradedbstoragesettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_upgradeexecutiontimetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_userattributetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_userexperiencetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_userrole|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_userroleconstraint|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_uwcompany|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_vacationstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_validationissue|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_validationissuetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_validationlevel|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_vendortype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_venuetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_voidreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_weekdays|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflow|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowactiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowactivestate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowhandler|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowlogentry|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowstate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowtriggerkey|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workitemsetstate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workitemstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeoff|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeoffchannel|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeoffreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeoffreversalreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeofftype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_yesno|Y| |Truncate and Load|TypeList| ||||
