DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Note
BillingCenter.dbo.bctl_fundstracker|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_fundsusetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_fxratemarket|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_gendertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_geocodestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_grouptype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_history|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_historyeventtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_historytype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_holdtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_holidaytagcode|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_hopolicytype_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_inboundhistory|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_incentive|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_includedaystype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoice|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoiceassemblercontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoicebilledworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoicedeliverymethod|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoicedueworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoiceitemfiltertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoiceitemorderingtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoiceitemtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoiceitemviewoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoicepaidstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoicestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoicestream|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoicetreatment|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_invoicingblackouttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_itemeventtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_itemplacementcutofftype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_jurisdiction|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_jurisdictiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_languagetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_ledgerside|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_letterofcreditstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_letterofcreditworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_linetype_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_listbillacctexcess|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_loadcommandtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_loadercallbacktimetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_loaderrortype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_loadfactortype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_loadsteptype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_lobcode|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_localetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_lowbalancemethod|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_manageworkflowactiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_maritalstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_mergeconflictresolution|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_mergeconflictstrategy|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_messagedestinationstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_multipaymenttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_nameprefix|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_namesuffix|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_negativewriteoff|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_negworeasonext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_newpaymentworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_nonreceivableitemcontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_notesecuritytype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_notetopictype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_notetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_officialid|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_officialidtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_orasqltuningsetcaptureopt|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_organizationtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_outgoingpayment|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_outgoingpaymentstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_parametertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_payablecriteria|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentitemactionkind|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentitemgroupreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentmethod|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentmoveoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentplanmodifier|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentreason_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentrequeststatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentrequestworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentreversalreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentscheduledafter|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_paymentsources_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_payperiodtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_periodicity|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_phonecountrycode|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_phonetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_placementofnewitemsoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_plan|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_plcycorrespondencetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyactivityaggtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policycancelstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyclosurecondition|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyclosurestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyclosureworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policylevelpaymentoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyperiodbillingmethod|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyperiodrole|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyperiodstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyrole|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policyterms_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policytransactiontype_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_policytransfer|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_premiumreportddworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_primarycolor|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_primaryphonetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_printformat|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_priority|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_prodcorrespondencetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producercontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerpayment|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerpaymentstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerpaymentworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerrole|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerscore_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producerstatementtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_producertier|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_profilerconfig|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_proratachargestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_proximitysearchstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_questionformat|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_questionsettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_questiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_reason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_regiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_relatedto|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_releasechgholdworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_releaseholdsworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_remainingpaymentoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_resourcecontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremallocatemethod|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremallocatetiming|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremchargequal|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremexcesstreatment|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremhandlingcondition|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_retpremstartdateoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_reversalreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_reviewcategory|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_reviewservicetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_roletype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_rulesettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_samplecolor|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_sampletheme|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_scriptparametertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_searchobjecttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_searchresult|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_sortbyrange|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_specialhandling|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_specialtytype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_sqlstatementtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_startpointtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_startuppage|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_state|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_stateabbreviation|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_statementbilledworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_statementdueworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_statementtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_statementviewoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_stringcriterionmode|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_suspensepaymentapplyto|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_suspensepaymentstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_suspensepaymentworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_susppymtcontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_synchstate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_systempermissiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_systemusertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_tableupdatestatstype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccount|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountcontainer|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountname|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountownersort|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountownertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountpattern|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccountpatternsuffix|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taccounttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taxfilingstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_taxstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_termtype_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_timezonetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transaction|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transactionrowtypes_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transactionsearchcrit|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transactiontypes_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_transferreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_troubleticketstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_troubletickettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_troubleticketworkitemtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_unitofdistance|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_updateop|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_upgradedbstoragesettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_upgradeexecutiontimetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_userattributetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_userexperiencetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_userrole|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_userroleconstraint|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_uwcompany|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_vacationstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_validationissue|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_validationissuetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_validationlevel|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_vendortype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_venuetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_voidreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_weekdays|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflow|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowactiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowactivestate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowhandler|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowlogentry|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowstate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowtriggerkey|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workflowworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workitemsetstate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_workitemstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeoff|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeoffchannel|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeoffreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeoffreversalreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_writeofftype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_yesno|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_zonetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bcx_adminaudit_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_bcaccountsnapshotamnt_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_cancellationext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_catastrophe_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_catastropheLOB_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_catastrophezone_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_chaseauditlogging_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_Chaseremitlogging_ext|Y|Y|UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_chaseremitlogingtotal_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_commissionrate_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_edw_replication_ext|Y| |Repl_UpdateTime|Y|ID|ID| ||
BillingCenter.dbo.bcx_InvItmSnpShotAcc_Ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_Latefee_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_NSF_Ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_paymentdisbursement_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_paymentplanlobcode|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_paymentplanpolicyterm_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_paymentprocessaudit_ext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bcx_PorSessID_Ext|Y| |issueDate|Y|ID|ID| ||
