DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table||Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Harmonized Column Names|Attributes from Lookup Table
BillingCenter.dbo.bc_billinginstruction|CancellationType|ID|BillingCenter.dbo.bctl_CancellationType|bctl_CancellationType_TypeCode_CancellationType / bctl_CancellationType_Name_CancellationType / bctl_CancellationType_Description_CancellationType|TypeCode / Name / Description||BillingCenter.dbo.bc_billinginstruction|CancellationType|ID|BillingCenter.dbo.bctl_CancellationType|bctl_CancellationType_TypeCode_CancellationType / bctl_CancellationType_Name_CancellationType / bctl_CancellationType_Description_CancellationType|TypeCode / Name / Description
BillingCenter.dbo.bc_billinginstruction|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_billinginstruction|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_billinginstruction|DepositRequirement_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_DepositRequirement_cur / bctl_Currency_Name_DepositRequirement_cur / bctl_Currency_Description_DepositRequirement_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_billinginstruction|DepositRequirement_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_DepositRequirement_cur / bctl_Currency_Name_DepositRequirement_cur / bctl_Currency_Description_DepositRequirement_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_billinginstruction|SpecialHandling|ID|BillingCenter.dbo.bctl_SpecialHandling|bctl_SpecialHandling_TypeCode_SpecialHandling / bctl_SpecialHandling_Name_SpecialHandling / bctl_SpecialHandling_Description_SpecialHandling|TypeCode / Name / Description||BillingCenter.dbo.bc_billinginstruction|SpecialHandling|ID|BillingCenter.dbo.bctl_SpecialHandling|bctl_SpecialHandling_TypeCode_SpecialHandling / bctl_SpecialHandling_Name_SpecialHandling / bctl_SpecialHandling_Description_SpecialHandling|TypeCode / Name / Description
BillingCenter.dbo.bc_billinginstruction|Subtype|ID|BillingCenter.dbo.bctl_BillingInstruction|bctl_BillingInstruction_TypeCode_Subtype / bctl_BillingInstruction_Name_Subtype / bctl_BillingInstruction_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_billinginstruction|Subtype|ID|BillingCenter.dbo.bctl_BillingInstruction|bctl_BillingInstruction_TypeCode_Subtype / bctl_BillingInstruction_Name_Subtype / bctl_BillingInstruction_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_bizweek_nam_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_bizweek_nam_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_businessweek|BusinessWeekEnd|ID|BillingCenter.dbo.bctl_Weekdays|bctl_Weekdays_TypeCode_BusinessWeekEnd / bctl_Weekdays_Name_BusinessWeekEnd / bctl_Weekdays_Description_BusinessWeekEnd|TypeCode / Name / Description||BillingCenter.dbo.bc_businessweek|BusinessWeekEnd|ID|BillingCenter.dbo.bctl_Weekdays|bctl_Weekdays_TypeCode_BusinessWeekEnd / bctl_Weekdays_Name_BusinessWeekEnd / bctl_Weekdays_Description_BusinessWeekEnd|TypeCode / Name / Description
BillingCenter.dbo.bc_businessweek_zone|Country|ID|BillingCenter.dbo.bctl_Country|bctl_Country_TypeCode_Country / bctl_Country_Name_Country / bctl_Country_Description_Country|TypeCode / Name / Description||BillingCenter.dbo.bc_businessweek_zone|Country|ID|BillingCenter.dbo.bctl_Country|bctl_Country_TypeCode_Country / bctl_Country_Name_Country / bctl_Country_Description_Country|TypeCode / Name / Description
BillingCenter.dbo.bc_businessweek_zone|ZoneType|ID|BillingCenter.dbo.bctl_ZoneType|bctl_ZoneType_TypeCode_ZoneType / bctl_ZoneType_Name_ZoneType / bctl_ZoneType_Description_ZoneType|TypeCode / Name / Description||BillingCenter.dbo.bc_businessweek_zone|ZoneType|ID|BillingCenter.dbo.bctl_ZoneType|bctl_ZoneType_TypeCode_ZoneType / bctl_ZoneType_Name_ZoneType / bctl_ZoneType_Description_ZoneType|TypeCode / Name / Description
BillingCenter.dbo.bc_charge|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_charge|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_charge|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_charge|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_charge|HoldStatus|ID|BillingCenter.dbo.bctl_ChargeHoldStatus|bctl_ChargeHoldStatus_TypeCode_HoldStatus / bctl_ChargeHoldStatus_Name_HoldStatus / bctl_ChargeHoldStatus_Description_HoldStatus|TypeCode / Name / Description||BillingCenter.dbo.bc_charge|HoldStatus|ID|BillingCenter.dbo.bctl_ChargeHoldStatus|bctl_ChargeHoldStatus_TypeCode_HoldStatus / bctl_ChargeHoldStatus_Name_HoldStatus / bctl_ChargeHoldStatus_Description_HoldStatus|TypeCode / Name / Description
BillingCenter.dbo.bc_chargecommission|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_chargecommission|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_chargecommission|PayableCriteria|ID|BillingCenter.dbo.bctl_PayableCriteria|bctl_PayableCriteria_TypeCode_PayableCriteria / bctl_PayableCriteria_Name_PayableCriteria / bctl_PayableCriteria_Description_PayableCriteria|TypeCode / Name / Description||BillingCenter.dbo.bc_chargecommission|PayableCriteria|ID|BillingCenter.dbo.bctl_PayableCriteria|bctl_PayableCriteria_TypeCode_PayableCriteria / bctl_PayableCriteria_Name_PayableCriteria / bctl_PayableCriteria_Description_PayableCriteria|TypeCode / Name / Description
BillingCenter.dbo.bc_chargeinstancecontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_chargeinstancecontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_chargeinstancecontext|Subtype|ID|BillingCenter.dbo.bctl_ChargeInstanceCtx|bctl_ChargeInstanceCtx_TypeCode_Subtype / bctl_ChargeInstanceCtx_Name_Subtype / bctl_ChargeInstanceCtx_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_chargeinstancecontext|Subtype|ID|BillingCenter.dbo.bctl_ChargeInstanceCtx|bctl_ChargeInstanceCtx_TypeCode_Subtype / bctl_ChargeInstanceCtx_Name_Subtype / bctl_ChargeInstanceCtx_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_chargepattern|Category|ID|BillingCenter.dbo.bctl_ChargeCategory|bctl_ChargeCategory_TypeCode_Category / bctl_ChargeCategory_Name_Category / bctl_ChargeCategory_Description_Category|TypeCode / Name / Description||BillingCenter.dbo.bc_chargepattern|Category|ID|BillingCenter.dbo.bctl_ChargeCategory|bctl_ChargeCategory_TypeCode_Category / bctl_ChargeCategory_Name_Category / bctl_ChargeCategory_Description_Category|TypeCode / Name / Description
BillingCenter.dbo.bc_chargepattern|InvoiceTreatment|ID|BillingCenter.dbo.bctl_InvoiceTreatment|bctl_InvoiceTreatment_TypeCode_InvoiceTreatment / bctl_InvoiceTreatment_Name_InvoiceTreatment / bctl_InvoiceTreatment_Description_InvoiceTreatment|TypeCode / Name / Description||BillingCenter.dbo.bc_chargepattern|InvoiceTreatment|ID|BillingCenter.dbo.bctl_InvoiceTreatment|bctl_InvoiceTreatment_TypeCode_InvoiceTreatment / bctl_InvoiceTreatment_Name_InvoiceTreatment / bctl_InvoiceTreatment_Description_InvoiceTreatment|TypeCode / Name / Description
BillingCenter.dbo.bc_chargepattern|Periodicity|ID|BillingCenter.dbo.bctl_Periodicity|bctl_Periodicity_TypeCode_Periodicity / bctl_Periodicity_Name_Periodicity / bctl_Periodicity_Description_Periodicity|TypeCode / Name / Description||BillingCenter.dbo.bc_chargepattern|Periodicity|ID|BillingCenter.dbo.bctl_Periodicity|bctl_Periodicity_TypeCode_Periodicity / bctl_Periodicity_Name_Periodicity / bctl_Periodicity_Description_Periodicity|TypeCode / Name / Description
BillingCenter.dbo.bc_chargepattern|Priority|ID|BillingCenter.dbo.bctl_ChargePriority|bctl_ChargePriority_TypeCode_Priority / bctl_ChargePriority_Name_Priority / bctl_ChargePriority_Description_Priority|TypeCode / Name / Description||BillingCenter.dbo.bc_chargepattern|Priority|ID|BillingCenter.dbo.bctl_ChargePriority|bctl_ChargePriority_TypeCode_Priority / bctl_ChargePriority_Name_Priority / bctl_ChargePriority_Description_Priority|TypeCode / Name / Description
BillingCenter.dbo.bc_chargepattern|Subtype|ID|BillingCenter.dbo.bctl_ChargePattern|bctl_ChargePattern_TypeCode_Subtype / bctl_ChargePattern_Name_Subtype / bctl_ChargePattern_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_chargepattern|Subtype|ID|BillingCenter.dbo.bctl_ChargePattern|bctl_ChargePattern_TypeCode_Subtype / bctl_ChargePattern_Name_Subtype / bctl_ChargePattern_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_chargepatterncontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_chargepatterncontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_chargeproratatx|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_chargeproratatx|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_chargeproratatx|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_chargeproratatx|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_chargeproratatx|Status|ID|BillingCenter.dbo.bctl_ProRataChargeStatus|bctl_ProRataChargeStatus_TypeCode_Status / bctl_ProRataChargeStatus_Name_Status / bctl_ProRataChargeStatus_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_chargeproratatx|Status|ID|BillingCenter.dbo.bctl_ProRataChargeStatus|bctl_ProRataChargeStatus_TypeCode_Status / bctl_ProRataChargeStatus_Name_Status / bctl_ProRataChargeStatus_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_chargept_nm_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_chargept_nm_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_chargereversal|ApprovalStatus|ID|BillingCenter.dbo.bctl_ApprovalStatus|bctl_ApprovalStatus_TypeCode_ApprovalStatus / bctl_ApprovalStatus_Name_ApprovalStatus / bctl_ApprovalStatus_Description_ApprovalStatus|TypeCode / Name / Description||BillingCenter.dbo.bc_chargereversal|ApprovalStatus|ID|BillingCenter.dbo.bctl_ApprovalStatus|bctl_ApprovalStatus_TypeCode_ApprovalStatus / bctl_ApprovalStatus_Name_ApprovalStatus / bctl_ApprovalStatus_Description_ApprovalStatus|TypeCode / Name / Description
BillingCenter.dbo.bc_chargereversal|Reason|ID|BillingCenter.dbo.bctl_ReversalReason|bctl_ReversalReason_TypeCode_Reason / bctl_ReversalReason_Name_Reason / bctl_ReversalReason_Description_Reason|TypeCode / Name / Description||BillingCenter.dbo.bc_chargereversal|Reason|ID|BillingCenter.dbo.bctl_ReversalReason|bctl_ReversalReason_TypeCode_Reason / bctl_ReversalReason_Name_Reason / bctl_ReversalReason_Description_Reason|TypeCode / Name / Description
BillingCenter.dbo.bc_chargeslicingoverrides|DownPaymentAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_DownPaymentAfter / bctl_PaymentScheduledAfter_Name_DownPaymentAfter / bctl_PaymentScheduledAfter_Description_DownPaymentAfter|TypeCode / Name / Description||BillingCenter.dbo.bc_chargeslicingoverrides|DownPaymentAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_DownPaymentAfter / bctl_PaymentScheduledAfter_Name_DownPaymentAfter / bctl_PaymentScheduledAfter_Description_DownPaymentAfter|TypeCode / Name / Description
BillingCenter.dbo.bc_chargeslicingoverrides|FirstInstallmentAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_FirstInstallmentAfter / bctl_PaymentScheduledAfter_Name_FirstInstallmentAfter / bctl_PaymentScheduledAfter_Description_FirstInstallmentAfter|TypeCode / Name / Description||BillingCenter.dbo.bc_chargeslicingoverrides|FirstInstallmentAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_FirstInstallmentAfter / bctl_PaymentScheduledAfter_Name_FirstInstallmentAfter / bctl_PaymentScheduledAfter_Description_FirstInstallmentAfter|TypeCode / Name / Description
BillingCenter.dbo.bc_chargeslicingoverrides|OneTimeChargeAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_OneTimeChargeAfter / bctl_PaymentScheduledAfter_Name_OneTimeChargeAfter / bctl_PaymentScheduledAfter_Description_OneTimeChargeAfter|TypeCode / Name / Description||BillingCenter.dbo.bc_chargeslicingoverrides|OneTimeChargeAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_OneTimeChargeAfter / bctl_PaymentScheduledAfter_Name_OneTimeChargeAfter / bctl_PaymentScheduledAfter_Description_OneTimeChargeAfter|TypeCode / Name / Description
BillingCenter.dbo.bc_checkerworkitem|CheckType|ID|BillingCenter.dbo.bctl_ConsistencyCheckType|bctl_ConsistencyCheckType_TypeCode_CheckType / bctl_ConsistencyCheckType_Name_CheckType / bctl_ConsistencyCheckType_Description_CheckType|TypeCode / Name / Description||BillingCenter.dbo.bc_checkerworkitem|CheckType|ID|BillingCenter.dbo.bctl_ConsistencyCheckType|bctl_ConsistencyCheckType_TypeCode_CheckType / bctl_ConsistencyCheckType_Name_CheckType / bctl_ConsistencyCheckType_Description_CheckType|TypeCode / Name / Description
BillingCenter.dbo.bc_checkerworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_checkerworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_chgproratatxworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_chgproratatxworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_chgproratatxworkitem|Subtype|ID|BillingCenter.dbo.bctl_ChargeProRataTxWorkItem|bctl_ChargeProRataTxWorkItem_TypeCode_Subtype / bctl_ChargeProRataTxWorkItem_Name_Subtype / bctl_ChargeProRataTxWorkItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_chgproratatxworkitem|Subtype|ID|BillingCenter.dbo.bctl_ChargeProRataTxWorkItem|bctl_ChargeProRataTxWorkItem_TypeCode_Subtype / bctl_ChargeProRataTxWorkItem_Name_Subtype / bctl_ChargeProRataTxWorkItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_cmsnpayableworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_cmsnpayableworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_cmsnpayableworkitem|Subtype|ID|BillingCenter.dbo.bctl_CmsnPayableWorkItem|bctl_CmsnPayableWorkItem_TypeCode_Subtype / bctl_CmsnPayableWorkItem_Name_Subtype / bctl_CmsnPayableWorkItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_cmsnpayableworkitem|Subtype|ID|BillingCenter.dbo.bctl_CmsnPayableWorkItem|bctl_CmsnPayableWorkItem_TypeCode_Subtype / bctl_CmsnPayableWorkItem_Name_Subtype / bctl_CmsnPayableWorkItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_cmsnpaymentworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_cmsnpaymentworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_cmsnreduction|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_cmsnreduction|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_cmsnreduction|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_cmsnreduction|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_cmsnreduction|Type|ID|BillingCenter.dbo.bctl_cmsnwriteoffdistitemtype|bctl_cmsnwriteoffdistitemtype_TypeCode_Type / bctl_cmsnwriteoffdistitemtype_Name_Type / bctl_cmsnwriteoffdistitemtype_Description_Type|TypeCode / Name / Description||BillingCenter.dbo.bc_cmsnreduction|Type|ID|BillingCenter.dbo.bctl_cmsnwriteoffdistitemtype|bctl_cmsnwriteoffdistitemtype_TypeCode_Type / bctl_cmsnwriteoffdistitemtype_Name_Type / bctl_cmsnwriteoffdistitemtype_Description_Type|TypeCode / Name / Description
BillingCenter.dbo.bc_cmsnsexpenserollupctx|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_cmsnsexpenserollupctx|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_cmsnsp_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_cmsnsp_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_collateral|Compliance|ID|BillingCenter.dbo.bctl_ComplianceStatus|bctl_ComplianceStatus_TypeCode_Compliance / bctl_ComplianceStatus_Name_Compliance / bctl_ComplianceStatus_Description_Compliance|TypeCode / Name / Description||BillingCenter.dbo.bc_collateral|Compliance|ID|BillingCenter.dbo.bctl_ComplianceStatus|bctl_ComplianceStatus_TypeCode_Compliance / bctl_ComplianceStatus_Name_Compliance / bctl_ComplianceStatus_Description_Compliance|TypeCode / Name / Description
BillingCenter.dbo.bc_collateral|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_collateral|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_collateral|TotalCashValueAtRequirmnts_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_TotalCashValueAtRequirements_cur / bctl_Currency_Name_TotalCashValueAtRequirements_cur / bctl_Currency_Description_TotalCashValueAtRequirements_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_collateral|TotalCashValueAtRequirmnts_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_TotalCashValueAtRequirements_cur / bctl_Currency_Name_TotalCashValueAtRequirements_cur / bctl_Currency_Description_TotalCashValueAtRequirements_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_collateral|TotalLOCValue_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_TotalLOCValue_cur / bctl_Currency_Name_TotalLOCValue_cur / bctl_Currency_Description_TotalLOCValue_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_collateral|TotalLOCValue_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_TotalLOCValue_cur / bctl_Currency_Name_TotalLOCValue_cur / bctl_Currency_Description_TotalLOCValue_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_collateralcontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_collateralcontext|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_collateralcontext|Subtype|ID|BillingCenter.dbo.bctl_CollateralContext|bctl_CollateralContext_TypeCode_Subtype / bctl_CollateralContext_Name_Subtype / bctl_CollateralContext_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_collateralcontext|Subtype|ID|BillingCenter.dbo.bctl_CollateralContext|bctl_CollateralContext_TypeCode_Subtype / bctl_CollateralContext_Name_Subtype / bctl_CollateralContext_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_collateralrequirement|CashAllocated_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_CashAllocated_cur / bctl_Currency_Name_CashAllocated_cur / bctl_Currency_Description_CashAllocated_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_collateralrequirement|CashAllocated_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_CashAllocated_cur / bctl_Currency_Name_CashAllocated_cur / bctl_Currency_Description_CashAllocated_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_collateralrequirement|Compliance|ID|BillingCenter.dbo.bctl_ComplianceStatus|bctl_ComplianceStatus_TypeCode_Compliance / bctl_ComplianceStatus_Name_Compliance / bctl_ComplianceStatus_Description_Compliance|TypeCode / Name / Description||BillingCenter.dbo.bc_collateralrequirement|Compliance|ID|BillingCenter.dbo.bctl_ComplianceStatus|bctl_ComplianceStatus_TypeCode_Compliance / bctl_ComplianceStatus_Name_Compliance / bctl_ComplianceStatus_Description_Compliance|TypeCode / Name / Description
BillingCenter.dbo.bc_collateralrequirement|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_collateralrequirement|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_collateralrequirement|LOCAllocated_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_LOCAllocated_cur / bctl_Currency_Name_LOCAllocated_cur / bctl_Currency_Description_LOCAllocated_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_collateralrequirement|LOCAllocated_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_LOCAllocated_cur / bctl_Currency_Name_LOCAllocated_cur / bctl_Currency_Description_LOCAllocated_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_collateralrequirement|Required_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Required_cur / bctl_Currency_Name_Required_cur / bctl_Currency_Description_Required_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_collateralrequirement|Required_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Required_cur / bctl_Currency_Name_Required_cur / bctl_Currency_Description_Required_cur|TypeCode / Name / Description
