DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Notes
[PolicyCenterL4-1].dbo.pctl_employeeleasingtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_employertypema|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_employmentstatustype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_emptheftblanket|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_enoeligibility_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_entitysourcetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_errorcategory|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_errorcategory_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_eselosshistorytype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_esigntype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_etlclausepattern|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_etlcoveragetermpattern|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_etlcovtermopt|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_etlcovtermpack|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_etlpackageterm|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_etlstrings|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_excludedexposuretype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_exclusionlookup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_existencetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_explosspaymentlimits|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_expmodstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_expressionfragment|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_extendedrpttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_extentprotectiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_externaltooltype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_extrptngprodworkdatetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_factorquerystrategy|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_failoverstate|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_familyunits|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_familyunitsopprop|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_faultcodeindicator_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_fedempliabact|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_fedempliabprogram|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_finalauditoption|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_financialcriterion|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_financialsearchfield|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_firelegal|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_fireprotectclass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_flaggedword_bop_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_flaggedword_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_fleettype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_focusofexclusion|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_forgivenesscode|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_formassociation|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_forminferencetime|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_formsdocumentcategory_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_fortifiedtier|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_foundationtypemsb_hoe|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_fulllimitedtort|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_fxratemarket|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_garagedoorstrength_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_gendertype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_generalliabilitycond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_generalliabilitycov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_generalliabilityexcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_geocodestatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_glacttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_glcost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_glcostsplittype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_glcostsubline|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_glcoverageformtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_gllineschcovitemcov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_gllinescheduleconditem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_gllineschedulecovitem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_gllinescheduleexclitem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_glmodifier|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_glproductworktype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_glstatecosttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_gly2kcompspecdcovexcltype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_gnpsubtotaltype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_gradetype_bop_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_grossannualreceipts|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_grouptype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_hazardgroup_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_history|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_historytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_holidaytagcode|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ibhscertificatetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imaccountsreccov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imaccountsreceivable|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imaccountsrecpartcond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imaccountsrecpartcov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imaccountsrecpartexcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imcost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imcoveragepart|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imexcludedaccount|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_immunitytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_impacttestcaseprogress|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_impacttestcasestatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_impacttestingjobprogress|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_impacttestingprepresult|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_impacttestingrunresult|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imsign|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_imsigncov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_inboundhistory|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_incidentcategory|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_incidentlimit|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_includedaystype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_inclusion|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_industryappetite|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_industrycodetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_industrytype_bop_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_inflationguard|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_inspectionmodelresult_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_inspectionreturntype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_inspectiontype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_installedpolicyline|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_interesttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_intrainterstateusage|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_invoicedeliverymethod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_iso_bop_classcode_clsa|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_issueseverity|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_job|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_jobdatetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_jobgroup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_jobtotemplatemapext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_jurisdiction|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_jurisdictiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_languagetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_leaseterminationreason|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ledgerside|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_legacystatus_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_legalclassification|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_lengthoflease|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_lettertype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_liabilityact|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_licensetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_liquorclassgrade_bop|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_listedreasons|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_loadcommandtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_loadercallbacktimetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_loaderrortype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_loadfactortype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_loadsteptype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_lobfieldvisibility|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_lobtypelist|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_localetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_locationlimit_hoe|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_locationnamedinsured|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_losscause|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_lossentrycause|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_lossentrystatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_losshistorytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_losshistorytype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_losspaymentlimits|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_maemployertype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_manageworkflowactiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_maritalstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mergeconflictresolution|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mergeconflictstrategy|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_meritratingcredittype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_meritratingdebittype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_messagedestinationstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_messagesearchstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_minesubsexistence_bop|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_minesubsidenceexistence|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_miningcoverage|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_misccontacttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_modifierdatatype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_modifierlookup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_moneysecuritytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_months|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_multidiscpolicytypes_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_multipolicydiscratefactor|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvr|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrcategory|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrincident|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrincidenttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrinvalidlicstatus_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrlicense|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrorder|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrrecordtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrresponse|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_mvrstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_naicscodeaffprgm_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_nameprefix|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_namesuffix|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ncpolicystatus_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_nonbillableamount_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_nonrenewalcode|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_noofchildren|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_noofmortgages|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_noofresidents|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_notesecuritytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_notetopictype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_notetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_noticedelivery|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_notificationactiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_notificationcategory|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_numberofaccidents|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_numberofamilyunits_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_numberoffullbaths_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_numberoffullbathsmsb_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_numberofhalfbathmsb_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_numberofhalfbaths_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_occupationtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_offeringlookup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_officialid|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_officialidrequiredtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_officialidscope|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_officialidtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_oldconstructiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_openingprotection_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_organizationtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_otherstates|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_overridesourcecategory|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_overridesourcetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_packagerisk|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pacost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pamodifier|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pamultipolicydiscount|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_papipcovcosttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_parametertype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_parenthesis|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_passiverestrainttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pastreetsmartstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pavehiclemodifier|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_payablebasistype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_paymentmethod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_paymenttransactiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_paymenttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_payperiodtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pc10_bop_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pcreminderstatus_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_percentbytens|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_percentduplicated|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_percentoccupied|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_personalautocond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_personalautocov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_personalautoexcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_personaldatatagvalue|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_personalvehiclecov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_personorg|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_phonecountrycode|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_phonetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pipcovered|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_piphousehold|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pipnjagglimit|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_pipworklossexclusion|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_policycontactrole|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_policyfeetype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_policyformtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_policyfxrate|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_policyline|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_policyperiodclonestatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_policyperiodstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_policytermarchivestate|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_prerenewaldirection|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_primarycolor|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_primarycoverage|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_primaryphonetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_printformat|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_priorcarrier_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_priorinsurancerequired|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_priority|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_priorlossext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_priorpolicy|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_prodratebooklist_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_producerchangesource_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_producerstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_producerstatususe|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productaccounttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productlist_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productlookup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productmodifier|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productmodifierlookup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productratefactorlookup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productselectionreason|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productselectionstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_producttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_productworkdatetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_profilerconfig|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_propertyageupgrade_bop|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_prorationmethod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_proximitysearchstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_purgestatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_questionformat|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_questionlookup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_questionpostonchange|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_questionsetlookup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_questionsettype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_questiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_quoteroundingmode|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_quotetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_radioactivecoverage|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_radiuscode|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_rateamounttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ratebookexporttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ratebookgrouplist_ext|Y||Truncate and Load|TypeList|||||
