DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table|Different?|Harmonized Column Names (3)
[PolicyCenterL4-1].dbo.pcx_ca7businterrupschedule|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7businterrupschedule|limOfIns|ID|[PolicyCenterL4-1].dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description|N|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns
[PolicyCenterL4-1].dbo.pcx_ca7businterrupschedule|schPropType|ID|[PolicyCenterL4-1].dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description|N|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType
[PolicyCenterL4-1].dbo.pcx_ca7businterrupschedulettt|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7businterrupschedulettt|limOfIns|ID|[PolicyCenterL4-1].dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description|N|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns
[PolicyCenterL4-1].dbo.pcx_ca7businterrupschedulettt|schPropType|ID|[PolicyCenterL4-1].dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description|N|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType
[PolicyCenterL4-1].dbo.pcx_ca7cededpremiumhistory|Reason|ID|[PolicyCenterL4-1].dbo.pctl_RIRecalcReason|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason|TypeCode / Name / Description|N|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason
[PolicyCenterL4-1].dbo.pcx_ca7cededpremiumtrans|BasisGNP_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur
[PolicyCenterL4-1].dbo.pcx_ca7cededpremiumtrans|CededPremium_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur
[PolicyCenterL4-1].dbo.pcx_ca7cededpremiumtrans|CededPremiumMarkup_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur
[PolicyCenterL4-1].dbo.pcx_ca7cededpremiumtrans|CededRiskAmount_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur
[PolicyCenterL4-1].dbo.pcx_ca7cededpremiumtrans|Commission_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|DriverStatus|ID|[PolicyCenterL4-1].dbo.pctl_CA7DriverStatus_Ext|pctl_CA7DriverStatus_Ext_TypeCode / pctl_CA7DriverStatus_Ext_Name / pctl_CA7DriverStatus_Ext_Description|TypeCode / Name / Description|Y|pctl_CA7DriverStatus_Ext_TypeCode_DriverStatus / pctl_CA7DriverStatus_Ext_Name_DriverStatus / pctl_CA7DriverStatus_Ext_Description_DriverStatus
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|DriverType_Ext|ID|[PolicyCenterL4-1].dbo.pctl_DriverDetails_Type_Ext|pctl_DriverDetails_Type_Ext_TypeCode / pctl_DriverDetails_Type_Ext_Name / pctl_DriverDetails_Type_Ext_Description|TypeCode / Name / Description|Y|pctl_DriverDetails_Type_Ext_TypeCode_DriverType_Ext / pctl_DriverDetails_Type_Ext_Name_DriverType_Ext / pctl_DriverDetails_Type_Ext_Description_DriverType_Ext
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|Gender|ID|[PolicyCenterL4-1].dbo.pctl_GenderType|pctl_GenderType_TypeCode / pctl_GenderType_Name / pctl_GenderType_Description|TypeCode / Name / Description|Y|pctl_GenderType_TypeCode_Gender / pctl_GenderType_Name_Gender / pctl_GenderType_Description_Gender
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|LicenseState|ID|[PolicyCenterL4-1].dbo.pctl_State|pctl_State_TypeCode /  pctl_State_Name /  pctl_State_Description|TypeCode / Name / Description|Y|pctl_State_TypeCode_LicenseState / pctl_State_Name_LicenseState / pctl_State_Description_LicenseState
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|LicenseType|ID|[PolicyCenterL4-1].dbo.pctl_LicenseType|pctl_LicenseType_TypeCode / pctl_LicenseType_Name / pctl_LicenseType_Description|TypeCode / Name / Description|Y|pctl_LicenseType_TypeCode_LicenseType / pctl_LicenseType_Name_LicenseType / pctl_LicenseType_Description_LicenseType
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|MaritalStatus|ID|[PolicyCenterL4-1].dbo.pctl_MaritalStatus|pctl_MaritalStatus_TypeCode / pctl_MaritalStatus_Name / pctl_MaritalStatus_Description|TypeCode / Name / Description|Y|pctl_MaritalStatus_TypeCode_MaritalStatus / pctl_MaritalStatus_Name_MaritalStatus / pctl_MaritalStatus_Description_MaritalStatus
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|NumberOfAccidents|ID|[PolicyCenterL4-1].dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode2 /  pctl_NumberOfAccidents_Name2 /  pctl_NumberOfAccidents_Description2|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfAccidents / pctl_NumberOfAccidents_Name_NumberOfAccidents / pctl_NumberOfAccidents_Description_NumberOfAccidents
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|NumberOfAtFaultAccidents|ID|[PolicyCenterL4-1].dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode3 /  pctl_NumberOfAccidents_Name3 /  pctl_NumberOfAccidents_Description3|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfAtFaultAccidents / pctl_NumberOfAccidents_Name_NumberOfAtFaultAccidents / pctl_NumberOfAccidents_Description_NumberOfAtFaultAccidents
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|NumberOfMajorViolations|ID|[PolicyCenterL4-1].dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode4 /  pctl_NumberOfAccidents_Name4 /  pctl_NumberOfAccidents_Description4|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfMajorViolations / pctl_NumberOfAccidents_Name_NumberOfMajorViolations / pctl_NumberOfAccidents_Description_NumberOfMajorViolations
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|NumberOfMinorViolations|ID|[PolicyCenterL4-1].dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode5 /  pctl_NumberOfAccidents_Name5 /  pctl_NumberOfAccidents_Description5|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfMinorViolations / pctl_NumberOfAccidents_Name_NumberOfMinorViolations / pctl_NumberOfAccidents_Description_NumberOfMinorViolations
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|NumberOfOtherAccidents|ID|[PolicyCenterL4-1].dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode6 /  pctl_NumberOfAccidents_Name6 /  pctl_NumberOfAccidents_Description6|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfOtherAccidents / pctl_NumberOfAccidents_Name_NumberOfOtherAccidents / pctl_NumberOfAccidents_Description_NumberOfOtherAccidents
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|NumberOfSpeedingViolations|ID|[PolicyCenterL4-1].dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode1 / pctl_NumberOfAccidents_Name1 / pctl_NumberOfAccidents_Description1|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfSpeedingViolations / pctl_NumberOfAccidents_Name_NumberOfSpeedingViolations / pctl_NumberOfAccidents_Description_NumberOfSpeedingViolations
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|NumberofViolations|ID|[PolicyCenterL4-1].dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode7 /  pctl_NumberOfAccidents_Name7 /  pctl_NumberOfAccidents_Description7|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberofViolations / pctl_NumberOfAccidents_Name_NumberofViolations / pctl_NumberOfAccidents_Description_NumberofViolations
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|OrderStatus|ID|[PolicyCenterL4-1].dbo.pctl_MVRStatus|pctl_MVRStatus_TypeCode / pctl_MVRStatus_Name / pctl_MVRStatus_Description|TypeCode / Name / Description|Y|pctl_MVRStatus_TypeCode_OrderStatus / pctl_MVRStatus_Name_OrderStatus / pctl_MVRStatus_Description_OrderStatus
[PolicyCenterL4-1].dbo.pcx_ca7commautodriver|YearsExperience|ID|[PolicyCenterL4-1].dbo.pctl_DriverExperience|pctl_DriverExperience_TypeCode / pctl_DriverExperience_Name / pctl_DriverExperience_Description|TypeCode / Name / Description|Y|pctl_DriverExperience_TypeCode_YearsExperience / pctl_DriverExperience_Name_YearsExperience / pctl_DriverExperience_Description_YearsExperience
[PolicyCenterL4-1].dbo.pcx_ca7commautodrivermvr|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7commautodrivermvr|OrderStatus|ID|[PolicyCenterL4-1].dbo.pctl_MVRStatus|pctl_MVRStatus_TypeCode / pctl_MVRStatus_Name / pctl_MVRStatus_Description|TypeCode / Name / Description|Y|pctl_MVRStatus_TypeCode_OrderStatus / pctl_MVRStatus_Name_OrderStatus / pctl_MVRStatus_Description_OrderStatus
[PolicyCenterL4-1].dbo.pcx_ca7commautolinecond|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7commautolinecond|Currency|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
[PolicyCenterL4-1].dbo.pcx_ca7commautolinecond|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_CA7CommAutoLineCond|pctl_CA7CommAutoLineCond_TypeCode / pctl_CA7CommAutoLineCond_Name / pctl_CA7CommAutoLineCond_Description|TypeCode / Name / Description|Y|pctl_CA7CommAutoLineCond_TypeCode_Subtype / pctl_CA7CommAutoLineCond_Name_Subtype / pctl_CA7CommAutoLineCond_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_ca7commautolinecov|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7commautolinecov|Currency|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
[PolicyCenterL4-1].dbo.pcx_ca7commautolinecov|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_CA7CommAutoLineCov|pctl_CA7CommAutoLineCov_TypeCode / pctl_CA7CommAutoLineCov_Name / pctl_CA7CommAutoLineCov_Description|TypeCode / Name / Description|Y|pctl_CA7CommAutoLineCov_TypeCode_Subtype / pctl_CA7CommAutoLineCov_Name_Subtype / pctl_CA7CommAutoLineCov_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_ca7commautolineexcl|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7commautolineexcl|Currency|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
[PolicyCenterL4-1].dbo.pcx_ca7commautolineexcl|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_CA7CommAutoLineExcl|pctl_CA7CommAutoLineExcl_TypeCode / pctl_CA7CommAutoLineExcl_Name / pctl_CA7CommAutoLineExcl_Description|TypeCode / Name / Description|Y|pctl_CA7CommAutoLineExcl_TypeCode_Subtype / pctl_CA7CommAutoLineExcl_Name_Subtype / pctl_CA7CommAutoLineExcl_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_ca7cost|ActualAmount_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode2 / pctl_Currency_Name2 / pctl_Currency_Description2|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_ActualAmount_cur / pctl_Currency_Name_ActualAmount_cur / pctl_Currency_Description_ActualAmount_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|ActualAmountBilling_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode3 / pctl_Currency_Name3 / pctl_Currency_Description3|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_ActualAmountBilling_cur / pctl_Currency_Name_ActualAmountBilling_cur / pctl_Currency_Description_ActualAmountBilling_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|ActualTermAmount_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode4 / pctl_Currency_Name4 / pctl_Currency_Description4|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_ActualTermAmount_cur / pctl_Currency_Name_ActualTermAmount_cur / pctl_Currency_Description_ActualTermAmount_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|ActualTermAmountBilling_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode5 /  pctl_Currency_Name5 /  pctl_Currency_Description5|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_ActualTermAmountBilling_cur / pctl_Currency_Name_ActualTermAmountBilling_cur / pctl_Currency_Description_ActualTermAmountBilling_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode /  pctl_EffDatedChangeType_Name /  pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7cost|ChargePattern|ID|[PolicyCenterL4-1].dbo.pctl_ChargePattern|pctl_ChargePattern_TypeCode / pctl_ChargePattern_Name / pctl_ChargePattern_Description|TypeCode / Name / Description|Y|pctl_ChargePattern_TypeCode_ChargePattern / pctl_ChargePattern_Name_ChargePattern / pctl_ChargePattern_Description_ChargePattern
[PolicyCenterL4-1].dbo.pcx_ca7cost|CostType|ID|[PolicyCenterL4-1].dbo.pctl_CA7CostType|pctl_CA7CostType_TypeCode / pctl_CA7CostType_Name / pctl_CA7CostType_Description|TypeCode / Name / Description|Y|pctl_CA7CostType_TypeCode_CostType / pctl_CA7CostType_Name_CostType / pctl_CA7CostType_Description_CostType
[PolicyCenterL4-1].dbo.pcx_ca7cost|OverrideAmount_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode6 /  pctl_Currency_Name6 /  pctl_Currency_Description6|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_OverrideAmount_cur / pctl_Currency_Name_OverrideAmount_cur / pctl_Currency_Description_OverrideAmount_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|OverrideAmountBilling_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode7 /  pctl_Currency_Name7 /  pctl_Currency_Description7|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_OverrideAmountBilling_cur / pctl_Currency_Name_OverrideAmountBilling_cur / pctl_Currency_Description_OverrideAmountBilling_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|OverrideSource|ID|[PolicyCenterL4-1].dbo.pctl_OverrideSourceType|pctl_OverrideSourceType_TypeCode /  pctl_OverrideSourceType_Name /  pctl_OverrideSourceType_Description|TypeCode / Name / Description|Y|pctl_OverrideSourceType_TypeCode_OverrideSource / pctl_OverrideSourceType_Name_OverrideSource / pctl_OverrideSourceType_Description_OverrideSource
[PolicyCenterL4-1].dbo.pcx_ca7cost|OverrideTermAmount_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode8 /  pctl_Currency_Name8 /  pctl_Currency_Description8|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_OverrideTermAmount_cur / pctl_Currency_Name_OverrideTermAmount_cur / pctl_Currency_Description_OverrideTermAmount_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|OverrideTermAmountBilling_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode1 / pctl_Currency_Name1 / pctl_Currency_Description1|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_OverrideTermAmountBilling_cur / pctl_Currency_Name_OverrideTermAmountBilling_cur / pctl_Currency_Description_OverrideTermAmountBilling_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|ProrationMethod|ID|[PolicyCenterL4-1].dbo.pctl_ProrationMethod|pctl_ProrationMethod_TypeCode /  pctl_ProrationMethod_Name /  pctl_ProrationMethod_Description|TypeCode / Name / Description|Y|pctl_ProrationMethod_TypeCode_ProrationMethod / pctl_ProrationMethod_Name_ProrationMethod / pctl_ProrationMethod_Description_ProrationMethod
[PolicyCenterL4-1].dbo.pcx_ca7cost|RateAmountType|ID|[PolicyCenterL4-1].dbo.pctl_RateAmountType|pctl_RateAmountType_TypeCode /  pctl_RateAmountType_Name /  pctl_RateAmountType_Description|TypeCode / Name / Description|Y|pctl_RateAmountType_TypeCode_RateAmountType / pctl_RateAmountType_Name_RateAmountType / pctl_RateAmountType_Description_RateAmountType
[PolicyCenterL4-1].dbo.pcx_ca7cost|RoundingMode|ID|[PolicyCenterL4-1].dbo.pctl_RoundingModeType|pctl_RoundingModeType_TypeCode /  pctl_RoundingModeType_Name /  pctl_RoundingModeType_Description|TypeCode / Name / Description|Y|pctl_RoundingModeType_TypeCode_RoundingMode / pctl_RoundingModeType_Name_RoundingMode / pctl_RoundingModeType_Description_RoundingMode
[PolicyCenterL4-1].dbo.pcx_ca7cost|StandardAmount_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode9 /  pctl_Currency_Name9 /  pctl_Currency_Description9|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_StandardAmount_cur / pctl_Currency_Name_StandardAmount_cur / pctl_Currency_Description_StandardAmount_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|StandardAmountBilling_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode10 /  pctl_Currency_Name10 /  pctl_Currency_Description10|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_StandardAmountBilling_cur / pctl_Currency_Name_StandardAmountBilling_cur / pctl_Currency_Description_StandardAmountBilling_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|StandardTermAmount_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode11 /  pctl_Currency_Name11 /  pctl_Currency_Description11|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_StandardTermAmount_cur / pctl_Currency_Name_StandardTermAmount_cur / pctl_Currency_Description_StandardTermAmount_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|StandardTermAmountBilling_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode12 /  pctl_Currency_Name12 /  pctl_Currency_Description12|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_StandardTermAmountBilling_cur / pctl_Currency_Name_StandardTermAmountBilling_cur / pctl_Currency_Description_StandardTermAmountBilling_cur
[PolicyCenterL4-1].dbo.pcx_ca7cost|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_CA7Cost|pctl_CA7Cost_TypeCode / pctl_CA7Cost_Name / pctl_CA7Cost_Description|TypeCode / Name / Description|Y|pctl_CA7Cost_TypeCode_Subtype / pctl_CA7Cost_Name_Subtype / pctl_CA7Cost_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_ca7cost|CostOfHire|ID|[PolicyCenterL4-1].dbo.pctl_CA7HiredAutoCostOfHire|pctl_CA7HiredAutoCostOfHire_TypeCode / pctl_CA7HiredAutoCostOfHire_Name / pctl_CA7HiredAutoCostOfHire_Description|TypeCode / Name / Description|Y|pctl_CA7HiredAutoCostOfHire_TypeCode_CostOfHire / pctl_CA7HiredAutoCostOfHire_Name_CostOfHire / pctl_CA7HiredAutoCostOfHire_Description_CostOfHire
[PolicyCenterL4-1].dbo.pcx_ca7cost|State|ID|[PolicyCenterL4-1].dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode /  pctl_Jurisdiction_Name /  pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
[PolicyCenterL4-1].dbo.pcx_ca7cost|CA7JurisdictionCostType|ID|[PolicyCenterL4-1].dbo.pctl_CA7JurisdictionCostType|pctl_CA7JurisdictionCostType_TypeCode / pctl_CA7JurisdictionCostType_Name / pctl_CA7JurisdictionCostType_Description|TypeCode / Name / Description|Y|pctl_CA7JurisdictionCostType_TypeCode_CA7JurisdictionCostType / pctl_CA7JurisdictionCostType_Name_CA7JurisdictionCostType / pctl_CA7JurisdictionCostType_Description_CA7JurisdictionCostType
[PolicyCenterL4-1].dbo.pcx_ca7covtermpremium_ext|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_ca7garagedealersclasscode|GarageDealersClass|ID|[PolicyCenterL4-1].dbo.pctl_CA7GarageDealersClass|pctl_CA7GarageDealersClass_TypeCode / pctl_CA7GarageDealersClass_Name / pctl_CA7GarageDealersClass_Description|TypeCode / Name / Description|Y|pctl_CA7GarageDealersClass_TypeCode_GarageDealersClass / pctl_CA7GarageDealersClass_Name_GarageDealersClass / pctl_CA7GarageDealersClass_Description_GarageDealersClass
[PolicyCenterL4-1].dbo.pcx_ca7garagedealersclasscode|GarageDealersCoverageType|ID|[PolicyCenterL4-1].dbo.pctl_ca7garagedealerscoveraget|pctl_ca7garagedealerscoveraget_TypeCode / pctl_ca7garagedealerscoveraget_Name / pctl_ca7garagedealerscoveraget_Description|TypeCode / Name / Description|Y|pctl_ca7garagedealerscoveraget_TypeCode_GarageDealersCoverageType / pctl_ca7garagedealerscoveraget_Name_GarageDealersCoverageType / pctl_ca7garagedealerscoveraget_Description_GarageDealersCoverageType
