DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|Lookup Ref|HardDeleteFlag|PartitionBy|NumPartitions|Decrypt|Rows|Note
ClaimCenter.dbo.cc_tmpbulkinvoicesums|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpcheckrpt|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpcheckrptcheckgroup|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpcheckrptignorepmts|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpcheckset|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpclaimaccess|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpContactAddressLink|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpcoverageriskunitmap|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpexprptstaging|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpexptoincidentcopy|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpmixedcheckgroups|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpnewtacctjointbl|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmppipprimarydoctor|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmprejtacctcontribtxns|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpseveritytoinccopy|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpsrctargettaccounts|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpstagglimit|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpstagglimit2|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpstagingexposurerpt|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpstclaimaccess|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmpsteclaimaccess|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmptaccountcreatejoin|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmptaccountcreditdebit|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmptaccountjoin|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmptaccountlineitem2row|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmptaccountreserveline|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmptacctbalancecopy|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tmptacctcontribtxns|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_transaction|Y||UpdateTime|Y|ID|ID||||
ClaimCenter.dbo.cc_transactionid|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_transactionlineitem|Y||UpdateTime|Y|ID|ID||||
ClaimCenter.dbo.cc_transactionoffset|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_transactiononset|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_transactionset|Y||UpdateTime|Y|ID|ID||||
ClaimCenter.dbo.cc_transsetdocument|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_tripaccommodation|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_tripsegment|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_typecodecountdatadist|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_typekeydatadist|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_typeofproperty|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_upgradedatamodelinfo|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_upgradedbstorageset|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_upgradedbstoragesetcolumns|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_upgradedbstoragesetresults|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_upgradeinstance|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_upgraderowcount|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_upgradeschemaversion|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_upgradetableregistry|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_upgradevtdbmsdump|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_user|Y||UpdateTime|Y|ID|ID||||
ClaimCenter.dbo.cc_userbackup|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_usergroupstats|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_userregion|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_userrole|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_userroleassign|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_usersettings|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_validationworkitem|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_vehicle|Y||UpdateTime|Y|ID|ID||||
ClaimCenter.dbo.cc_vehicleowner|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_visibilityzone|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_WCbenefitfactorDetail|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_WCBenefitParameterSet|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_wcdenialperiod|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_wclass_desc_l10n|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_wclass_name_l10n|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_wcwaitingperiod|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_workcomp|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_workflow|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_workflowlog|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_workflowstepstats|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_workflowworkitem|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_workitemset|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_workloadclassification|Y||UpdateTime|Y|Y|ID||||
ClaimCenter.dbo.cc_workqueueworkercontrol|N||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_workstatus|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.cc_zone|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_zone_link|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cctl_accidenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activity|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activitycalendarview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activitycategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activityclass|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activityhistorytype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activitystatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activitysubjectsearchtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activitytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_activityview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_address|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_addresstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_adjudicativedomain|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_adversepartydenialreason|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_agglimitcalccriteria|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_aggregatelimittype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_aggregatetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_alarmtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_appdedstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_appraisalassigntype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_appraisalclaimoffice_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_appraisalproducttype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_approvalstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_approvedtreatment|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_archivefinalstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_archivesourcestatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_archivestate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assessmentaction|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assessmentcontentaction|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assessmentevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assessmentsource|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assessmentstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assessmenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignclaimgroup_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assigngroupordertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentadditionaltype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentfactors_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentfactorstype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentlosstype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentruletype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentsearchtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentselectiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_assignmentsubgroup|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_authoritylimittype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_autolosscauseconv_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_automatedhandler|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_autosync|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_baggagetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bankaccount|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bankaccounttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_batchprocesstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_batchprocesstypeusage|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_benefitendreasontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bivalidationalerttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_boattype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bodyparttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bulkinvoiceitemstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bulkinvoicejobtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bulkinvoicestatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bulkinvoicevendors_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bulksearchdateoptions_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_bureaucauseofloss_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_businesstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_calendarcontext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_catastrophetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_category|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ccc_appraiserassignment|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ccc_claimoffice|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ccc_driveinappointment|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ccc_impactpoints|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ccc_moirecommendations|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_cferrortype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_cfprstatuslist_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_characterset|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_checkbatching|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_checkcancelstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_checkhandlinginstructions|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_checkrecurrence|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_checktype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_checkview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_citationtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimabstractview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimaccesstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimanttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimassoctype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimclosedoutcometype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimgrouplines_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimindicator|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimindicatorcriterion|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claiminfocriteria|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimlifecyclestate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimmetric|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimmetriccategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimmetriclimit|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimprogresstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimrecentview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimreopenedreason|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimsearchnamesearchtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimsearchtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimsecuritytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimsegment|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimsource|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimstate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimstrategy|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimtexttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_claimtier|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_classificationcondition|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_classtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_closereopeninfo|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_cluereporttype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_cmsdataprocessstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_cmssetmethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_collisionpoint|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_compensabilitydecision|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_componenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_conditionfilter|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_consistencychecktype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contact|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactapprovalstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactbidirel|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactchangeres|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactclass|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactlinkstatustype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactmatchresulttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactmedicareletter|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactmedicaretype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactrel|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactrelcons|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactrole|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactrolecategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactsearchresulttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contactsearchtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contacttagtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contentlineitemcategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_contentlineitemschedule|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_copart_auctiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_copart_cancelreason|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_copart_losstypecodes|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_copartdocumenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_copartdocumentversioncode|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_costcategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_costtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_country|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_coverage|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_coveragebasis|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_coverageform|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_coveragesubtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_coveragetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_coveredpartytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_covterm|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_covtermmodelagg|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_covtermmodelrest|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_covtermmodelval|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_covtermpattern|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_crasheventdescription_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_crasheventstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_crashsearchcategory_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_crashsearchoption_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_currency|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_customconditionparamtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_customconditionreturntype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_customconditiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_customerservicetier|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_customhistorytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_dailytranslimit_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_dashboardstattype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_datachangestatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_datadistributiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_datagenactiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_datagenstatustype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_datebindatatype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_datefieldstosearchtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_daterangechoicetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_datesearchtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_daysinweektype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_dbupdatestatsrunnertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_deductiblestatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_deductiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_deliverymethod|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_dependenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_detailedbodyparttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_detailedinjurytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_disabledduetoaccident|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_documentsection|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_documentsecuritytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_documentsenttoprint|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_documentstatustype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_documentsubtype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_documenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_effdatedchangetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_employmentstatustype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_enbulkinvoiceerror|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_endorsementtype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_entitysourcetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_epayinstructionaction|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_epayinstructionstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_epaymentprocessedstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_epaymentstagingstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_epaymentstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_epayyn|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_errorcategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_escheatstatustype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_essentialservicetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_estdamagetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_etlstrings|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposureabstractview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposureclosedoutcometype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposuremetric|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposuremetriclimit|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposureprogresstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposurereopenedreason|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposuresecuritytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposurestate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposuretexttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposuretier|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_exposuretype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_externaltooltype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_extwallmat|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_faultrating|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_feeamount_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_feecategory_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_feetype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_financialcriterion|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_financialfeedstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_financialscalculationtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_financialsearchfield|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_financialthreshold|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_financialtriggercause|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_firstfinalreportedagency|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_flaggedtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_freetextclaimsearchentity|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_freetextclaimsearchtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_fretxtclmsrchnamesrchtyp|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_futuremedicalactiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_fxratemarket|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_gendertype|Y||Truncate and Load|TypeList|| ||||
