DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|Lookup Ref|HardDeleteFlag|PartitionBy|NumPartitions|Decrypt|Rows|Note
ClaimCenter.dbo.cctl_lodgingprovider|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_lossarea|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_losscategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_losscause|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_lossoccured|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_losspartytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_losstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_lostpropertytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_lostwagesbenefittype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_lotstage|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_lotstatusprocessedstate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_majorperils|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_manageworkflowactiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_maritalstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mastercompany_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mattercourtdistrict|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mattercourttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mattermethodserved|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_matterreopenedreason|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_matterrisktype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_matterstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mattertexttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mattertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mattervenuerating|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_matterview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_medicalactiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_medicaltreatmentstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_medicaltreatmenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_memophrase_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mergeconflictresolution|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_mergeconflictstrategy|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_messagedestinationstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_metricunit|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_metroagencytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_metroreportstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_metroreporttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_nameprefix|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_namesuffix|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_negotiationtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_nossnreason_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_noteblocktype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_notesecuritytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_notetopictype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_notetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_numberofclaims|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_occupancytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_officialid|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_officialidtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_officialtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_offroadvehiclestyle|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_oneincreturntranstype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_oneinctransactiontype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_onpremisestype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_orasqltuningsetcaptureopt|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_organizationtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_otherinstruction|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_otherrecoverablestatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_otherrisktype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_outcome|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ownertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_paidontime|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_parametertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_party_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_payeephrase_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_paymentfrequencytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_paymentledgertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_paymentmethod|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_paymentreason_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_paymenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_payperiodtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_percentagedriven|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_personrelationtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_phonecountrycode|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_phonetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_policyperiodtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_policyratingplan|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_policysource|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_policysourcesystem_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_policystatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_policysummaryriskunit|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_policytab|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_policytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_preferedcontactmethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_pricontributingfactors|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_primarycausetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_primarycolor|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_primaryphonetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_printformat|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_priority|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_productliability_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_profilerconfig|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_propertylineitemcategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_propertysubtype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_providertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_proximitysearchstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_qsgshopstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_questionformat|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_questionsettype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_questiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_quickclaimdefault|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_radiuschoice|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_reasonforuse|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_reassignmentreason_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_recovbalreporttype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_recovclasstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_recovcondtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_recoverycategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_recoverystatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_recurrenceday|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_recurrenceweek|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_regiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_reinsuranceflaggedstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_reinsurancetreatytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_rejectreason_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_rentalcompany_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_rentallimits_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_rentalstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_rentaltranstypes|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_reportabilitytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_reportingdate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_representativeof_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_rescontributingfactors|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_resolutiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_resourcecontext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_retroperiodtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_reviewcategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_reviewservicetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_riagreement|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_riagreementcoveragetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_riagreementstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_riarrangementtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_riskunit|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ritransaction|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ritransactionset|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_roletype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_roofmaterial|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_roomtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_rulesettype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_safeharborstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_salvagedisp_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_salvagestatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_samplecolor|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_sampletheme|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_scriptparametertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_searchcontacttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_searchobjecttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_searchresult|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_seccontributingfactors|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_selfinsuredtype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicereqinstructionsvc|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicereqinvoicestatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicereqmetriclimittype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequestkind|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequestmessagetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequestmetric|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequestmetriclimit|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequestoperation|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequestprogress|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequestquotestatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequeststatement|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_servicerequesttier|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_settlementspeed|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_settlemethod|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_severitytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_shapetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_shnotificationtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_siuoutcome_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_siureferraltype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_siustatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_sortbyrange|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_sourcesystem|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_specialhandling|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_specialistcommmethod|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_specialtytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_sprinklertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_sprinkretserv|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_sqlstatementtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_startpointtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_startuppage|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_state|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_stateabbreviation|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_statutelimitationstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_storagecategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_storagetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_stringcriterionmode|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_strmodel_type|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subroclassification|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subroclosedoutcome|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subrogationstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subrogationtype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subrogovernmentinvolved|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subroreferralto_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subroschedrecoverytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subrostrategy|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_subrovendorfeetype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_suitstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_suittype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimassignmentevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimcalendarevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimdiagramevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimestevent_status|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimestimateevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimextldocevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimformevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimmanjournalevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimnumbchangeevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimpaymentevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimtasevent_status|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimtaskevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_claimuserevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_symb_eventtypes|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_synchstate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_systempermissiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_systemusertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_tableupdatestatstype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_taccounttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_taxfilingstatustype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_taxstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_timezonetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_totalloss_dmgcode|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_totalloss_sellercode|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_totalloss_vehicletype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_towerswatsonstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_transaction|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_transactionlifecyclestate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_transactionsearchview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_transactionset|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_transactionstatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_transactionview|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_transporttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_treatmentoutcome|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_typeofproperty|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_typereservation_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ubivendor_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_underwritingcompanytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_underwritinggrouptype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_unitofdistance|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_updateop|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_upgradedbstoragesettype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_upgradeexecutiontimetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_userattributetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_userdetailassignable|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_userexperiencetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_userptotype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_userrole|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_userroleconstraint|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vacationstatustype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_validationissue|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_validationissuetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_validationlevel|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vehcondtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vehicleclass|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vehicledirection|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vehiclelineitemcategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vehiclemanufacturer|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vehiclepolicystatus|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vehiclestyle|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vehicletype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_vendortype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_venuetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_waitingperiodtype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_watersource|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_wcbenefitfactorcategory|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_wcbenefitfactortype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_wcbodyparttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_wcdetailedbodyparttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_wcdetailedinjurytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_wcinjurytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_wcmedicaltreatmenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_weathertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_weekdays|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_witnessposition|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workcapacity|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflow|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowactiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowactivestate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowhandler|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowlogentry|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowstate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowtriggerkey|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowworkitem|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workitemsetstate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workitemstatustype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workloadclassification|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_yesno|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_yesnona_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_zonetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_automateddocuments_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_alternaterentaltype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehiadditionalchargeid_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehiamounttype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehiclaimtype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehifleetratelevel_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehigetlocationtarget_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehinotetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehipartneroffices_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehiphonetype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehipickupmethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehirentalbusinesstype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehirentalstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehireturnmethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_delayletterstatusmsg_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_prptyapprsourceid|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_xact_claimassignmentevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_docdeliverymethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehitradingpartnerid_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehivehicleclass_ext|Y||Truncate and Load|TypeList|| ||||
