DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table|Different?|Harmonized Column Names (3)
PolicyCenter.dbo.pcx_ca7autodealer|CovType|ID|PolicyCenter.dbo.pctl_ca7garagedealerscoveraget|pctl_ca7garagedealerscoveraget_TypeCode_CovType / pctl_ca7garagedealerscoveraget_Name_CovType / pctl_ca7garagedealerscoveraget_Description_CovType|TypeCode / Name / Description|N|pctl_ca7garagedealerscoveraget_TypeCode_CovType / pctl_ca7garagedealerscoveraget_Name_CovType / pctl_ca7garagedealerscoveraget_Description_CovType
PolicyCenter.dbo.pcx_ca7autodealer|PhysDamageClassification|ID|PolicyCenter.dbo.pctl_ca7garagedealersphysicald|pctl_ca7garagedealersphysicald_TypeCode_PhysDamageClassification / pctl_ca7garagedealersphysicald_Name_PhysDamageClassification / pctl_ca7garagedealersphysicald_Description_PhysDamageClassification|TypeCode / Name / Description|N|pctl_ca7garagedealersphysicald_TypeCode_PhysDamageClassification / pctl_ca7garagedealersphysicald_Name_PhysDamageClassification / pctl_ca7garagedealersphysicald_Description_PhysDamageClassification
PolicyCenter.dbo.pcx_ca7autodealer|PreferredCoverageCurrency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description|N|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency
PolicyCenter.dbo.pcx_ca7autodealer|RatingBase|ID|PolicyCenter.dbo.pctl_ca7garagekeepersratingbas|pctl_ca7garagekeepersratingbas_TypeCode_RatingBase / pctl_ca7garagekeepersratingbas_Name_RatingBase / pctl_ca7garagekeepersratingbas_Description_RatingBase|TypeCode / Name / Description|N|pctl_ca7garagekeepersratingbas_TypeCode_RatingBase / pctl_ca7garagekeepersratingbas_Name_RatingBase / pctl_ca7garagekeepersratingbas_Description_RatingBase
PolicyCenter.dbo.pcx_ca7autodealeraddlinsured|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7autodealercond|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7autodealercond|Currency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description|N|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
PolicyCenter.dbo.pcx_ca7autodealercond|Subtype|ID|PolicyCenter.dbo.pctl_CA7AutoDealerCond|pctl_CA7AutoDealerCond_TypeCode_Subtype / pctl_CA7AutoDealerCond_Name_Subtype / pctl_CA7AutoDealerCond_Description_Subtype|TypeCode / Name / Description|N|pctl_CA7AutoDealerCond_TypeCode_Subtype / pctl_CA7AutoDealerCond_Name_Subtype / pctl_CA7AutoDealerCond_Description_Subtype
PolicyCenter.dbo.pcx_ca7autodealercov|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7autodealercov|Currency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description|N|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
PolicyCenter.dbo.pcx_ca7autodealercov|Subtype|ID|PolicyCenter.dbo.pctl_CA7AutoDealerCov|pctl_CA7AutoDealerCov_TypeCode_Subtype / pctl_CA7AutoDealerCov_Name_Subtype / pctl_CA7AutoDealerCov_Description_Subtype|TypeCode / Name / Description|N|pctl_CA7AutoDealerCov_TypeCode_Subtype / pctl_CA7AutoDealerCov_Name_Subtype / pctl_CA7AutoDealerCov_Description_Subtype
PolicyCenter.dbo.pcx_ca7autodealerexcl|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7autodealerexcl|Currency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description|N|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
PolicyCenter.dbo.pcx_ca7autodealerexcl|Subtype|ID|PolicyCenter.dbo.pctl_CA7AutoDealerExcl|pctl_CA7AutoDealerExcl_TypeCode_Subtype / pctl_CA7AutoDealerExcl_Name_Subtype / pctl_CA7AutoDealerExcl_Description_Subtype|TypeCode / Name / Description|N|pctl_CA7AutoDealerExcl_TypeCode_Subtype / pctl_CA7AutoDealerExcl_Name_Subtype / pctl_CA7AutoDealerExcl_Description_Subtype
PolicyCenter.dbo.pcx_ca7businterruplinetype|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7businterruplinetype|limOfIns|ID|PolicyCenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode2 / pctl_BusinessInterupLimOfIns_Name2 / pctl_BusinessInterupLimOfIns_Description2|TypeCode / Name / Description|Y|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns
PolicyCenter.dbo.pcx_ca7businterruplinetype|schPropType|ID|PolicyCenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode1 / pctl_BusinessInperupPropType_Name1 / pctl_BusinessInperupPropType_Description1|TypeCode / Name / Description|Y|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType
PolicyCenter.dbo.pcx_ca7businterruppbttype|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7businterruppbttype|limOfIns|ID|PolicyCenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description|N|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns
PolicyCenter.dbo.pcx_ca7businterruppbttype|schPropType|ID|PolicyCenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description|N|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType
PolicyCenter.dbo.pcx_ca7businterrupschspctype|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7businterrupschspctype|limOfIns|ID|PolicyCenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description|N|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns
PolicyCenter.dbo.pcx_ca7businterrupschspctype|schPropType|ID|PolicyCenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description|N|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType
PolicyCenter.dbo.pcx_ca7businterrupschedule|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7businterrupschedule|limOfIns|ID|PolicyCenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description|N|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns
PolicyCenter.dbo.pcx_ca7businterrupschedule|schPropType|ID|PolicyCenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description|N|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType
PolicyCenter.dbo.pcx_ca7businterrupschedulettt|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7businterrupschedulettt|limOfIns|ID|PolicyCenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description|N|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns
PolicyCenter.dbo.pcx_ca7businterrupschedulettt|schPropType|ID|PolicyCenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description|N|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType
PolicyCenter.dbo.pcx_ca7cededpremiumhistory|Reason|ID|PolicyCenter.dbo.pctl_RIRecalcReason|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason|TypeCode / Name / Description|N|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason
PolicyCenter.dbo.pcx_ca7cededpremiumtrans|BasisGNP_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur
PolicyCenter.dbo.pcx_ca7cededpremiumtrans|CededPremium_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur
PolicyCenter.dbo.pcx_ca7cededpremiumtrans|CededPremiumMarkup_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur
PolicyCenter.dbo.pcx_ca7cededpremiumtrans|CededRiskAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur
PolicyCenter.dbo.pcx_ca7cededpremiumtrans|Commission_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur
PolicyCenter.dbo.pcx_ca7commautodriver|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7commautodriver|DriverStatus|ID|PolicyCenter.dbo.pctl_CA7DriverStatus_Ext|pctl_CA7DriverStatus_Ext_TypeCode / pctl_CA7DriverStatus_Ext_Name / pctl_CA7DriverStatus_Ext_Description|TypeCode / Name / Description|Y|pctl_CA7DriverStatus_Ext_TypeCode_DriverStatus / pctl_CA7DriverStatus_Ext_Name_DriverStatus / pctl_CA7DriverStatus_Ext_Description_DriverStatus
PolicyCenter.dbo.pcx_ca7commautodriver|DriverType_Ext|ID|PolicyCenter.dbo.pctl_DriverDetails_Type_Ext|pctl_DriverDetails_Type_Ext_TypeCode / pctl_DriverDetails_Type_Ext_Name / pctl_DriverDetails_Type_Ext_Description|TypeCode / Name / Description|Y|pctl_DriverDetails_Type_Ext_TypeCode_DriverType_Ext / pctl_DriverDetails_Type_Ext_Name_DriverType_Ext / pctl_DriverDetails_Type_Ext_Description_DriverType_Ext
PolicyCenter.dbo.pcx_ca7commautodriver|Gender|ID|PolicyCenter.dbo.pctl_GenderType|pctl_GenderType_TypeCode / pctl_GenderType_Name / pctl_GenderType_Description|TypeCode / Name / Description|Y|pctl_GenderType_TypeCode_Gender / pctl_GenderType_Name_Gender / pctl_GenderType_Description_Gender
PolicyCenter.dbo.pcx_ca7commautodriver|LicenseState|ID|PolicyCenter.dbo.pctl_State|pctl_State_TypeCode /  pctl_State_Name /  pctl_State_Description|TypeCode / Name / Description|Y|pctl_State_TypeCode_LicenseState / pctl_State_Name_LicenseState / pctl_State_Description_LicenseState
PolicyCenter.dbo.pcx_ca7commautodriver|LicenseType|ID|PolicyCenter.dbo.pctl_LicenseType|pctl_LicenseType_TypeCode / pctl_LicenseType_Name / pctl_LicenseType_Description|TypeCode / Name / Description|Y|pctl_LicenseType_TypeCode_LicenseType / pctl_LicenseType_Name_LicenseType / pctl_LicenseType_Description_LicenseType
PolicyCenter.dbo.pcx_ca7commautodriver|MaritalStatus|ID|PolicyCenter.dbo.pctl_MaritalStatus|pctl_MaritalStatus_TypeCode / pctl_MaritalStatus_Name / pctl_MaritalStatus_Description|TypeCode / Name / Description|Y|pctl_MaritalStatus_TypeCode_MaritalStatus / pctl_MaritalStatus_Name_MaritalStatus / pctl_MaritalStatus_Description_MaritalStatus
PolicyCenter.dbo.pcx_ca7commautodriver|NumberofAccidents|ID|PolicyCenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode2 /  pctl_NumberOfAccidents_Name2 /  pctl_NumberOfAccidents_Description2|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberofAccidents / pctl_NumberOfAccidents_Name_NumberofAccidents / pctl_NumberOfAccidents_Description_NumberofAccidents
PolicyCenter.dbo.pcx_ca7commautodriver|NumberOfAtFaultAccidents|ID|PolicyCenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode3 /  pctl_NumberOfAccidents_Name3 /  pctl_NumberOfAccidents_Description3|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfAtFaultAccidents / pctl_NumberOfAccidents_Name_NumberOfAtFaultAccidents / pctl_NumberOfAccidents_Description_NumberOfAtFaultAccidents
PolicyCenter.dbo.pcx_ca7commautodriver|NumberOfMajorViolations|ID|PolicyCenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode4 /  pctl_NumberOfAccidents_Name4 /  pctl_NumberOfAccidents_Description4|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfMajorViolations / pctl_NumberOfAccidents_Name_NumberOfMajorViolations / pctl_NumberOfAccidents_Description_NumberOfMajorViolations
PolicyCenter.dbo.pcx_ca7commautodriver|NumberOfMinorViolations|ID|PolicyCenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode5 /  pctl_NumberOfAccidents_Name5 /  pctl_NumberOfAccidents_Description5|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfMinorViolations / pctl_NumberOfAccidents_Name_NumberOfMinorViolations / pctl_NumberOfAccidents_Description_NumberOfMinorViolations
PolicyCenter.dbo.pcx_ca7commautodriver|NumberOfOtherAccidents|ID|PolicyCenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode6 /  pctl_NumberOfAccidents_Name6 /  pctl_NumberOfAccidents_Description6|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfOtherAccidents / pctl_NumberOfAccidents_Name_NumberOfOtherAccidents / pctl_NumberOfAccidents_Description_NumberOfOtherAccidents
PolicyCenter.dbo.pcx_ca7commautodriver|NumberOfSpeedingViolations|ID|PolicyCenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode1 / pctl_NumberOfAccidents_Name1 / pctl_NumberOfAccidents_Description1|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberOfSpeedingViolations / pctl_NumberOfAccidents_Name_NumberOfSpeedingViolations / pctl_NumberOfAccidents_Description_NumberOfSpeedingViolations
PolicyCenter.dbo.pcx_ca7commautodriver|NumberofViolations|ID|PolicyCenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode7 /  pctl_NumberOfAccidents_Name7 /  pctl_NumberOfAccidents_Description7|TypeCode / Name / Description|Y|pctl_NumberOfAccidents_TypeCode_NumberofViolations / pctl_NumberOfAccidents_Name_NumberofViolations / pctl_NumberOfAccidents_Description_NumberofViolations
PolicyCenter.dbo.pcx_ca7commautodriver|OrderStatus|ID|PolicyCenter.dbo.pctl_MVRStatus|pctl_MVRStatus_TypeCode / pctl_MVRStatus_Name / pctl_MVRStatus_Description|TypeCode / Name / Description|Y|pctl_MVRStatus_TypeCode_OrderStatus / pctl_MVRStatus_Name_OrderStatus / pctl_MVRStatus_Description_OrderStatus
PolicyCenter.dbo.pcx_ca7commautodriver|YearsExperience|ID|PolicyCenter.dbo.pctl_DriverExperience|pctl_DriverExperience_TypeCode / pctl_DriverExperience_Name / pctl_DriverExperience_Description|TypeCode / Name / Description|Y|pctl_DriverExperience_TypeCode_YearsExperience / pctl_DriverExperience_Name_YearsExperience / pctl_DriverExperience_Description_YearsExperience
PolicyCenter.dbo.pcx_ca7commautodrivermvr|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7commautodrivermvr|OrderStatus|ID|PolicyCenter.dbo.pctl_MVRStatus|pctl_MVRStatus_TypeCode / pctl_MVRStatus_Name / pctl_MVRStatus_Description|TypeCode / Name / Description|Y|pctl_MVRStatus_TypeCode_OrderStatus / pctl_MVRStatus_Name_OrderStatus / pctl_MVRStatus_Description_OrderStatus
PolicyCenter.dbo.pcx_ca7commautolinecond|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7commautolinecond|Currency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
PolicyCenter.dbo.pcx_ca7commautolinecond|Subtype|ID|PolicyCenter.dbo.pctl_CA7CommAutoLineCond|pctl_CA7CommAutoLineCond_TypeCode / pctl_CA7CommAutoLineCond_Name / pctl_CA7CommAutoLineCond_Description|TypeCode / Name / Description|Y|pctl_CA7CommAutoLineCond_TypeCode_Subtype / pctl_CA7CommAutoLineCond_Name_Subtype / pctl_CA7CommAutoLineCond_Description_Subtype
PolicyCenter.dbo.pcx_ca7commautolinecov|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7commautolinecov|Currency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
PolicyCenter.dbo.pcx_ca7commautolinecov|Subtype|ID|PolicyCenter.dbo.pctl_CA7CommAutoLineCov|pctl_CA7CommAutoLineCov_TypeCode / pctl_CA7CommAutoLineCov_Name / pctl_CA7CommAutoLineCov_Description|TypeCode / Name / Description|Y|pctl_CA7CommAutoLineCov_TypeCode_Subtype / pctl_CA7CommAutoLineCov_Name_Subtype / pctl_CA7CommAutoLineCov_Description_Subtype
PolicyCenter.dbo.pcx_ca7commautolineexcl|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ca7commautolineexcl|Currency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
PolicyCenter.dbo.pcx_ca7commautolineexcl|Subtype|ID|PolicyCenter.dbo.pctl_CA7CommAutoLineExcl|pctl_CA7CommAutoLineExcl_TypeCode / pctl_CA7CommAutoLineExcl_Name / pctl_CA7CommAutoLineExcl_Description|TypeCode / Name / Description|Y|pctl_CA7CommAutoLineExcl_TypeCode_Subtype / pctl_CA7CommAutoLineExcl_Name_Subtype / pctl_CA7CommAutoLineExcl_Description_Subtype
PolicyCenter.dbo.pcx_ca7cost|ActualAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode2 / pctl_Currency_Name2 / pctl_Currency_Description2|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_ActualAmount_cur / pctl_Currency_Name_ActualAmount_cur / pctl_Currency_Description_ActualAmount_cur
PolicyCenter.dbo.pcx_ca7cost|ActualAmountBilling_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode3 / pctl_Currency_Name3 / pctl_Currency_Description3|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_ActualAmountBilling_cur / pctl_Currency_Name_ActualAmountBilling_cur / pctl_Currency_Description_ActualAmountBilling_cur
PolicyCenter.dbo.pcx_ca7cost|ActualTermAmount_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode4 / pctl_Currency_Name4 / pctl_Currency_Description4|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_ActualTermAmount_cur / pctl_Currency_Name_ActualTermAmount_cur / pctl_Currency_Description_ActualTermAmount_cur
PolicyCenter.dbo.pcx_ca7cost|ActualTermAmountBilling_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode5 /  pctl_Currency_Name5 /  pctl_Currency_Description5|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_ActualTermAmountBilling_cur / pctl_Currency_Name_ActualTermAmountBilling_cur / pctl_Currency_Description_ActualTermAmountBilling_cur
